Gent_Label,Data.Measurement.Year,Census.Tract.Code,prop.change.population.under.18,prop.change.population.young.adult,prop.change.population.middle.aged,prop.change.population.older.adulthood,prop.change.population.race.White,prop.change.population.race.Black,prop.change.population.race.Native,prop.change.population.race.Islander,prop.change.population.race.Other,prop.change.population.race.Latino,prop.change.households.Nonfamily,prop.change.housing.Owner.Occupied,prop.change.population.Owner.Occupied,prop.change.population.Renter.Occupied,prop.change.housing.householder.race.White,prop.change.housing.householder.race.Black,prop.change.housing.householder.race.Native,prop.change.housing.householder.race.Islander,prop.change.housing.householder.race.Other,prop.change.housing.owner.occupied.householder.race.White,prop.change.housing.owner.occupied.householder.race.Black,prop.change.housing.owner.occupied.householder.race.Native,prop.change.housing.owner.occupied.householder.race.Islander,prop.change.housing.owner.occupied.householder.race.Other,prop.change.housing.renter.occupied.householder.race.White,prop.change.housing.renter.occupied.householder.race.Black,prop.change.housing.renter.occupied.householder.race.Native,prop.change.housing.renter.occupied.householder.race.Islander,prop.change.housing.renter.occupied.householder.race.Other,prop.change.household.size.renter.occupied,prop.change.household.size.owner.occupied,prop.change.household.size
Ineligible,1990-2000,160502,0.117039373,-0.080225728,0.13440037,-0.176970642,-0.355190312,0.672216728,-0.617593849,0.209872568,-0.516960651,1.020299163,-0.149353397,-0.01711206,-0.015965001,-0.012800212,-0.167914892,0.68652385,0.585332419,0.377568057,0.530810405,-0.176384903,0,0,1.86743649,2.136258661,-0.162106606,0.320704243,0.223976608,0.157120743,0.357417667,0.128524643,0.132757001,0.129295922
Ineligible,1990-2000,160601,0.256041433,-0.048478462,0.255785683,-0.216916515,-0.287416505,0.839879821,2.719015922,0.32021014,1.644633544,1.557660438,-0.041246295,-0.074763243,-0.068062434,0.090558289,-0.181759803,0.860895034,1.656072091,0.522460522,1.144994144,-0.17374731,6.176736307,0,1.18582883,6.651995734,-0.181552593,0.599400034,0.708669037,0.281027148,0.777929974,0.113741295,0.059190588,0.089045092
Ineligible,1990-2000,160602,0.169470314,-0.087579681,0.166865801,-0.162562,-0.285416507,2.496403191,-0.558230409,1.525866573,6.510083053,2.141018628,0.001781145,-0.035326799,-0.060176636,0.045839078,-0.155304021,2.188633524,2.627843612,1.286968673,2.004363402,-0.119491097,3.332322943,-0.05982575,1.507782874,7.742683472,-0.177219773,1.912431791,0,1.148877568,1.516213066,0.046165671,-0.001883473,0.023291546
Ineligible,1990-2000,170100,0.129869148,-0.123572615,0.231625121,-0.148862043,-0.109088967,5.757154974,1.270313618,1.930967901,7.475837507,2.740325927,0.223600516,-0.069551456,-0.066083596,0.141191539,-0.064389505,2.949293766,2.528311818,1.365189933,2.060543206,-0.034516873,17.01226005,1.84404106,0.395274063,0,-0.106028032,1.927801927,0,4.13265144,0.990378295,-0.012968915,-0.027045799,-0.030278969
Ineligible,1990-2000,170200,0.067528955,-0.253880681,0.094098779,0.117085065,-0.065764758,7.051939995,0.321960298,2.261979956,13.42138507,1.7040097,0.148080227,0.067556587,0.015239806,-0.08643974,-0.048036214,2.767846779,0,1.930547495,2.17912072,-0.037128159,5.176470588,0,1.941176471,4.294117647,-0.060929129,2.273722628,0,2.02189781,1.518248175,-0.043389237,-0.068524857,-0.049408635
Ineligible,1990-2000,170300,0.159698823,-0.269606974,0.238114213,-0.020160624,-0.041689527,1.305544437,-0.59294558,2.418702368,0.816114807,0.603980413,0.241876447,-0.010904239,-0.015487907,0.05015609,-0.038977954,0.643297473,-0.584290881,1.797752494,0.393046189,-0.028647541,2.360658861,-1,3.462838315,1.731898547,-0.06110325,0.347341941,-0.188247402,1.131865261,-0.135597427,-0.02349848,-0.051163578,-0.046265564
Ineligible,1990-2000,170400,0.222006016,-0.18448128,0.20101872,-0.080672502,-0.077552361,0.593635753,0.642754663,0.580996969,1.894377263,1.15286582,0.048797322,0.027191933,0.012965749,0.018680152,-0.061062733,0.234338747,1.314385151,0.38863109,1.029537748,-0.032807667,0.201663202,0,2.604989605,8.012474012,-0.087371989,0.260687343,1.363788768,0.260687343,0.777569153,0.025201001,-0.03042273,-2.19E-04
Ineligible,1990-2000,170501,0.204644029,-0.236646986,0.253299032,-0.001095332,-0.15448981,0.285230253,1.969482987,4.379501715,3.985813643,1.692098426,-0.007189245,0.345011288,0.272425085,-0.08770077,-0.109249536,-0.001357863,1.566990569,3.299351341,1.789097082,-0.068394622,0,0,6.378175133,0,-0.156982315,-0.066416632,1.056935638,3.553890237,1.493026494,0.03810971,-0.098728863,-0.004118972
Ineligible,1990-2000,170502,-0.026015345,-0.327621089,-0.027403517,0.374196597,-0.042385335,2.171980676,-0.347478261,0.468173913,4.709565217,1.560241546,0.22521191,-0.152326721,-0.08161301,0.165971089,-0.033343734,2.787491594,0.775386685,0.952925353,5.036314728,-0.024305234,3.188846641,0.675538657,1.792564428,0,-0.040170431,2.112464183,0.697707736,0.358166189,2.112464183,-0.191044826,-0.056710107,-0.129341285
Ineligible,1990-2000,170601,0.070603308,-0.131971168,0.228604705,-0.106820281,-0.102219448,1.263063902,2.290146751,1.722204752,10.28050314,2.718572939,0.108444218,0.027765418,0.017324386,-0.034492959,-0.057423694,0.790894982,0,1.434988791,3.147335748,-0.057810411,5.419786096,0,1.980614973,0,-0.057937047,0.303740238,0,1.200061652,0.760049322,0.003759615,-0.005063979,0.001236752
Ineligible,1990-2000,170701,0.737282407,-0.035591959,0.322669192,-0.344592046,-0.196426309,3.132996525,-1,3.652137529,2.632324042,2.804358286,-0.150459645,0.366480696,0.233989267,-0.14918775,-0.0907163,0.452237177,0.44099621,4.57066079,5.248198712,-0.075396219,0.985113987,0,9.671853389,5.791179429,-0.103413067,0.426628091,0.698687131,2.910887381,5.634675919,0.240207649,0.105745204,0.225695532
Ineligible,1990-2000,170702,-0.024537002,-0.016398477,0.194649753,-0.172399369,-0.262415141,0.891310111,-0.518300252,0.050415524,1.807576366,1.105352206,0.00430616,0.040196007,0.109033018,-0.038607123,-0.19246541,0.935776548,0.249769921,-0.043778738,1.147252249,-0.19534415,8.117845252,0.745416091,3.22390694,2.838169984,-0.194171505,0.697754986,0.185188403,-0.228289842,1.041558901,0.050800255,0.120088751,0.069934453
