GEOID,tot_pop,med_income,ed_hs,rc_white,lang_eng,percEng,percWhite,geometry
120104,1945,63125,305,1246,74.2,74.2,64.06169665809769,"list(list(c(-71.120727, -71.120504, -71.120129, -71.115472, -71.115582, -71.115555, -71.115506, -71.115477, -71.115339, -71.115245, -71.115095, -71.114921, -71.11467, -71.114697, -71.114447, -71.114461, -71.114483, -71.114507, -71.11543, -71.117661, -71.118796, -71.119789, -71.120069, -71.119521, -71.121463, -71.121187, -71.121372, -71.121149, -71.120727, 42.309009, 42.309009, 42.308956, 42.309675, 42.309297, 42.308474, 42.307655, 42.307388, 42.306839, 42.306632, 42.306298, 42.305942, 42.305491, 
42.30456, 42.302167, 42.301904, 42.301759, 42.301646, 42.30211, 42.302553, 42.302996, 42.304054, 42.305194, 42.306715, 42.308685, 42.308888, 42.309234, 42.309129, 42.309009)))"
120105,2572,143482,190,1965,74.4,74.4,76.39968895800934,"list(list(c(-71.12119, -71.121151, -71.121741, -71.121905, -71.122099, -71.122449, -71.122416, -71.121923, -71.121372, -71.121187, -71.121463, -71.121564, -71.121671, -71.123084, -71.124672, -71.125161, -71.127925, -71.130904, -71.134866, -71.136917, -71.140135, -71.136502, -71.13448, -71.132695, -71.130725, -71.126999, -71.123711, -71.121528, -71.119539, -71.119586, -71.119516, -71.119515, -71.123835, -71.125311, -71.125847, -71.1235, -71.123301, -71.122244, -71.121782, -71.121444, -71.12119, 42.313814, 
42.313385, 42.313029, 42.312907, 42.31272, 42.312101, 42.311237, 42.309831, 42.309234, 42.308888, 42.308685, 42.308667, 42.308656, 42.305163, 42.305194, 42.303195, 42.300157, 42.301275, 42.301723, 42.301189, 42.302147, 42.306204, 42.30925, 42.311899, 42.314574, 42.318615, 42.322716, 42.323882, 42.322745, 42.322685, 42.322372, 42.322055, 42.319375, 42.318795, 42.318692, 42.315839, 42.314411, 42.313334, 42.31384, 42.31392, 42.313814)))"
120201,3920,60560,739,2629,64.4,64.4,67.06632653061224,"list(list(c(-71.114447, -71.114697, -71.11467, -71.114921, -71.115095, -71.115245, -71.111548, -71.110411, -71.110691, -71.110801, -71.110548, -71.110299, -71.109327, -71.108811, -71.107345, -71.106998, -71.105408, -71.10489, -71.104558, -71.10245, -71.102695, -71.103761, -71.103874, -71.104335, -71.10456, -71.10485, -71.105702, -71.106703, -71.106655, -71.113427, -71.113615, -71.114029, -71.114211, -71.114507, -71.114483, -71.114461, -71.114447, 42.302167, 42.30456, 42.305491, 42.305942, 42.306298, 
42.306632, 42.307028, 42.307081, 42.306628, 42.306144, 42.306129, 42.306069, 42.307517, 42.308272, 42.310622, 42.310463, 42.309787, 42.309558, 42.309435, 42.308878, 42.306036, 42.303289, 42.303162, 42.302763, 42.302585, 42.30232, 42.301665, 42.301152, 42.30088, 42.301396, 42.301415, 42.301507, 42.30155, 42.301646, 42.301759, 42.301904, 42.302167)))"
120301,4500,59707,970,2367,51.8,51.8,52.6,"list(list(c(-71.097926, -71.100639, -71.102695, -71.10245, -71.104558, -71.10489, -71.105408, -71.106998, -71.107345, -71.106293, -71.105377, -71.104475, -71.103966, -71.102944, -71.101192, -71.098451, -71.099481, -71.096248, -71.097088, -71.097746, -71.097848, -71.097866, -71.097926, 42.310036, 42.306191, 42.306036, 42.308878, 42.309435, 42.309558, 42.309787, 42.310463, 42.310622, 42.312329, 42.314644, 42.317022, 42.317857, 42.319298, 42.318215, 42.315644, 42.314606, 42.312492, 42.312151, 42.311545, 
42.311067, 42.310437, 42.310036)))"
120400,5344,84567,568,4155,79.4,79.4,77.75074850299401,"list(list(c(-71.115133, -71.114654, -71.114397, -71.114181, -71.1141, -71.11634, -71.115673, -71.117003, -71.116468, -71.11657, -71.115599, -71.11209, -71.110644, -71.110319, -71.110091, -71.110693, -71.11094, -71.111669, -71.111934, -71.112764, -71.110392, -71.109998, -71.108441, -71.107767, -71.107236, -71.107069, -71.106673, -71.105665, -71.104475, -71.105377, -71.106293, -71.107345, -71.108811, -71.109327, -71.110299, -71.110548, -71.110801, -71.110691, -71.110411, -71.111548, -71.115245, -71.115339, 
-71.115477, -71.115506, -71.115555, -71.115582, -71.115472, -71.11536, -71.115133, 42.310111, 42.31075, 42.311621, 42.312307, 42.313229, 42.314234, 42.315131, 42.315579, 42.318583, 42.321021, 42.321066, 42.321602, 42.321835, 42.32191, 42.321524, 42.320753, 42.320472, 42.31954, 42.319106, 42.317917, 42.3167, 42.316548, 42.316483, 42.316452, 42.316377, 42.316611, 42.317268, 42.316923, 42.317022, 42.314644, 42.312329, 42.310622, 42.308272, 42.307517, 42.306069, 42.306129, 42.306144, 42.306628, 42.307081, 
42.307028, 42.306632, 42.306839, 42.307388, 42.307655, 42.308474, 42.309297, 42.309675, 42.30986, 42.310111)))"
120500,2462,49013,669,1053,44.7,44.7,42.77010560519903,"list(list(c(-71.108452, -71.107985, -71.107844, -71.106852, -71.106566, -71.105834, -71.105156, -71.104867, -71.104016, -71.103506, -71.102465, -71.102176, -71.101744, -71.101341, -71.100361, -71.100023, -71.102944, -71.103966, -71.104475, -71.105665, -71.106673, -71.105795, -71.105669, -71.105131, -71.108452, 42.322389, 42.322441, 42.322445, 42.322526, 42.322564, 42.322633, 42.322702, 42.322721, 42.322819, 42.322882, 42.322919, 42.322914, 42.322892, 42.322858, 42.322807, 42.322772, 42.319298, 42.317857, 
42.317022, 42.316923, 42.317268, 42.318404, 42.318546, 42.319278, 42.322389)))"
120600,2494,82500,106,1874,77.8,77.8,75.14033680834001,"list(list(c(-71.110392, -71.112764, -71.111934, -71.111669, -71.11094, -71.110693, -71.110091, -71.110319, -71.109938, -71.109453, -71.109255, -71.108452, -71.105131, -71.105669, -71.105795, -71.106673, -71.107069, -71.107236, -71.107767, -71.108441, -71.109998, -71.110392, 42.3167, 42.317917, 42.319106, 42.31954, 42.320472, 42.320753, 42.321524, 42.32191, 42.322025, 42.322116, 42.322165, 42.322389, 42.319278, 42.318546, 42.318404, 42.317268, 42.316611, 42.316377, 42.316452, 42.316483, 42.316548, 
42.3167)))"
120700,2080,58893,325,1702,74.3,74.3,81.82692307692308,"list(list(c(-71.112259, -71.110832, -71.107181, -71.10708, -71.106885, -71.106592, -71.106544, -71.106808, -71.107249, -71.107508, -71.10776, -71.107854, -71.108265, -71.108706, -71.109136, -71.109554, -71.108269, -71.10837, -71.108452, -71.109255, -71.109453, -71.109938, -71.110319, -71.110644, -71.11209, -71.115599, -71.11657, -71.115078, -71.114098, -71.112202, -71.112258, -71.11227, -71.112259, 42.324552, 42.329073, 42.326898, 42.32685, 42.326719, 42.326536, 42.32651, 42.325735, 42.325509, 42.325499, 
42.32521, 42.324801, 42.324478, 42.324212, 42.32382, 42.323371, 42.323184, 42.322827, 42.322389, 42.322165, 42.322116, 42.322025, 42.32191, 42.321835, 42.321602, 42.321066, 42.321021, 42.323573, 42.323307, 42.323125, 42.323906, 42.324323, 42.324552)))"
130100,4843,71213,895,3864,78.6,78.6,79.78525707206278,"list(list(c(-71.153486, -71.153766, -71.154309, -71.155031, -71.155656, -71.156556, -71.15726, -71.157952, -71.158683, -71.159673, -71.160629, -71.160158, -71.163971, -71.164178, -71.165318, -71.165783, -71.166999, -71.167734, -71.16605, -71.162478, -71.161901, -71.167456, -71.178206, -71.185246, -71.188167, -71.191155, -71.178636, -71.178611, -71.176362, -71.169808, -71.164804, -71.163437, -71.160104, -71.153573, -71.1503, -71.149376, -71.153486, 42.293265, 42.293201, 42.292974, 42.292577, 42.292108, 
42.291536, 42.29155, 42.291723, 42.291845, 42.291794, 42.291585, 42.290896, 42.288311, 42.288173, 42.287479, 42.287195, 42.286322, 42.28586, 42.283241, 42.280237, 42.279768, 42.279302, 42.280367, 42.279513, 42.280412, 42.283059, 42.294595, 42.29461, 42.296102, 42.300443, 42.303764, 42.302901, 42.300454, 42.295748, 42.295531, 42.293096, 42.293265)))"
130200,4778,90655,996,4048,84.1,84.1,84.72164085391377,"list(list(c(-71.154309, -71.153766, -71.153486, -71.149376, -71.148085, -71.147432, -71.147231, -71.147059, -71.145495, -71.145124, -71.147746, -71.148099, -71.148686, -71.150071, -71.149901, -71.149627, -71.154983, -71.156374, -71.157482, -71.158894, -71.159808, -71.16023, -71.161148, -71.161462, -71.161901, -71.162478, -71.16605, -71.167734, -71.166999, -71.165783, -71.165318, -71.164178, -71.163971, -71.160158, -71.160629, -71.159673, -71.158683, -71.157952, -71.15726, -71.156556, -71.155656, 
-71.155031, -71.154309, 42.292974, 42.293201, 42.293265, 42.293096, 42.290973, 42.290436, 42.290276, 42.29013, 42.288805, 42.288114, 42.286654, 42.287106, 42.287152, 42.28729, 42.286762, 42.286389, 42.284355, 42.283563, 42.282945, 42.282141, 42.28152, 42.281194, 42.280341, 42.28007, 42.279768, 42.280237, 42.283241, 42.28586, 42.286322, 42.287195, 42.287479, 42.288173, 42.288311, 42.290896, 42.291585, 42.291794, 42.291845, 42.291723, 42.29155, 42.291536, 42.292108, 42.292577, 42.292974)))"
130300,4554,90313,678,3690,79.3,79.3,81.02766798418972,"list(list(c(-71.149627, -71.149901, -71.150071, -71.148686, -71.148099, -71.147746, -71.147752, -71.147773, -71.147775, -71.147662, -71.147504, -71.14739, -71.147253, -71.147025, -71.146361, -71.145519, -71.144917, -71.143956, -71.142569, -71.145231, -71.145649, -71.145705, -71.145306, -71.143664, -71.147289, -71.150778, -71.151179, -71.152356, -71.151654, -71.151073, -71.151789, -71.152964, -71.154057, -71.159434, -71.160848, -71.161148, -71.16023, -71.159808, -71.158894, -71.157482, -71.156374, 
-71.154983, -71.149627, 42.286389, 42.286762, 42.28729, 42.287152, 42.287106, 42.286654, 42.286563, 42.286273, 42.285995, 42.285043, 42.284177, 42.283872, 42.28361, 42.283278, 42.282528, 42.281804, 42.281335, 42.280502, 42.277379, 42.276332, 42.275727, 42.27505, 42.274744, 42.272847, 42.269994, 42.273551, 42.274036, 42.274782, 42.275427, 42.275902, 42.276221, 42.277026, 42.276196, 42.278834, 42.27992, 42.280341, 42.281194, 42.28152, 42.282141, 42.282945, 42.283563, 42.284355, 42.286389)))"
130402,4407,73217,1230,4055,83.4,83.4,92.01270705695484,"list(list(c(-71.160225, -71.160572, -71.160775, -71.161852, -71.161934, -71.162532, -71.16271, -71.163408, -71.163099, -71.163398, -71.167224, -71.168293, -71.168627, -71.171019, -71.174259, -71.173288, -71.174847, -71.174565, -71.177587, -71.183701, -71.185246, -71.178206, -71.167456, -71.161901, -71.161462, -71.161148, -71.160848, -71.159434, -71.160225, 42.274799, 42.273557, 42.273128, 42.268879, 42.26865, 42.268005, 42.267748, 42.262922, 42.2588, 42.258899, 42.262055, 42.262794, 42.263081, 42.265118, 
42.26719, 42.270906, 42.273729, 42.275576, 42.276595, 42.275615, 42.279513, 42.280367, 42.279302, 42.279768, 42.28007, 42.280341, 42.27992, 42.278834, 42.274799)))"
130404,2830,72396,724,1992,60.4,60.4,70.3886925795053,"list(list(c(-71.160775, -71.160572, -71.160225, -71.159434, -71.154057, -71.152964, -71.151789, -71.151073, -71.151654, -71.152356, -71.151179, -71.150778, -71.147289, -71.150086, -71.155786, -71.157052, -71.157521, -71.158407, -71.161574, -71.161711, -71.16267, -71.163099, -71.163408, -71.16271, -71.162532, -71.161934, -71.161852, -71.160775, 42.273128, 42.273557, 42.274799, 42.278834, 42.276196, 42.277026, 42.276221, 42.275902, 42.275427, 42.274782, 42.274036, 42.273551, 42.269994, 42.267577, 42.262454, 
42.261202, 42.26074, 42.260028, 42.257546, 42.257587, 42.25834, 42.2588, 42.262922, 42.267748, 42.268005, 42.26865, 42.268879, 42.273128)))"
130406,5006,33600,1160,1835,50.8,50.8,36.65601278465841,"list(list(c(-71.155786, -71.150086, -71.146214, -71.146999, -71.145529, -71.144116, -71.142834, -71.143078, -71.143156, -71.146103, -71.146196, -71.146597, -71.150386, -71.152118, -71.153158, -71.155958, -71.158584, -71.161574, -71.158407, -71.157521, -71.157052, -71.155786, 42.262454, 42.267577, 42.263854, 42.26142, 42.259229, 42.25932, 42.255943, 42.255552, 42.255368, 42.252988, 42.253998, 42.255597, 42.25746, 42.258247, 42.25791, 42.256485, 42.255155, 42.257546, 42.260028, 42.26074, 42.261202, 
42.262454)))"
140102,4361,64732,1473,1785,59.8,59.8,40.93097913322632,"list(list(c(-71.133358, -71.133568, -71.133772, -71.134992, -71.135267, -71.13631, -71.139334, -71.142681, -71.143498, -71.143869, -71.144069, -71.146103, -71.143156, -71.143078, -71.142834, -71.140196, -71.138103, -71.139394, -71.138998, -71.136285, -71.132333, -71.136434, -71.133965, -71.130958, -71.130762, -71.130589, -71.13048, -71.130115, -71.128992, -71.131307, -71.132151, -71.132414, -71.133009, -71.133358, 42.239562, 42.239613, 42.239642, 42.238603, 42.238163, 42.23634, 42.233597, 42.235998, 
42.240065, 42.241841, 42.242819, 42.252988, 42.255368, 42.255552, 42.255943, 42.258456, 42.255307, 42.252523, 42.24884, 42.246316, 42.24823, 42.249656, 42.254313, 42.252223, 42.251976, 42.251776, 42.251613, 42.251171, 42.247992, 42.240207, 42.239203, 42.239298, 42.239472, 42.239562)))"
140105,3697,74853,974,1725,66.6,66.6,46.65945361103598,"list(list(c(-71.12326, -71.123337, -71.123565, -71.12613, -71.127334, -71.131617, -71.132547, -71.131987, -71.131121, -71.130859, -71.130562, -71.129665, -71.129434, -71.12867, -71.128245, -71.125794, -71.124914, -71.121776, -71.12144, -71.121185, -71.120607, -71.11827, -71.118026, -71.118027, -71.118161, -71.118247, -71.118285, -71.118251, -71.118175, -71.118038, -71.118957, -71.121602, -71.122972, -71.123153, -71.123331, -71.12326, 42.26207, 42.262102, 42.262206, 42.263534, 42.264503, 42.268649, 
42.2699, 42.272358, 42.273047, 42.272867, 42.273022, 42.273402, 42.27346, 42.273895, 42.274245, 42.273468, 42.272699, 42.270676, 42.270386, 42.270684, 42.270284, 42.266595, 42.264775, 42.264354, 42.264348, 42.264309, 42.264211, 42.264045, 42.263952, 42.263905, 42.261923, 42.262756, 42.263348, 42.263145, 42.262238, 42.26207)))"
140106,2179,30417,758,855,42.7,42.7,39.23818265259293,"list(list(c(-71.136592, -71.137565, -71.138505, -71.13902, -71.139525, -71.140039, -71.139955, -71.140753, -71.140653, -71.140269, -71.13962, -71.138649, -71.136998, -71.136423, -71.134785, -71.134626, -71.131642, -71.132438, -71.132703, -71.13351, -71.133781, -71.136592, 42.27151, 42.271992, 42.272616, 42.273218, 42.273551, 42.273574, 42.274161, 42.274344, 42.275179, 42.275474, 42.276071, 42.276901, 42.278323, 42.277911, 42.276898, 42.276784, 42.274908, 42.274232, 42.274037, 42.274543, 42.274396, 
42.27151)))"
140107,2461,47297,778,1026,66.7,66.7,41.69036976838684,"list(list(c(-71.130958, -71.133965, -71.132354, -71.128928, -71.130756, -71.133615, -71.131509, -71.128195, -71.126922, -71.127334, -71.12613, -71.123565, -71.124708, -71.125307, -71.125592, -71.125881, -71.127157, -71.130115, -71.13048, -71.130589, -71.130762, -71.130958, 42.252223, 42.254313, 42.25604, 42.258084, 42.258303, 42.261021, 42.262221, 42.260509, 42.261867, 42.264503, 42.263534, 42.262206, 42.257227, 42.255653, 42.255613, 42.254842, 42.253834, 42.251171, 42.251613, 42.251776, 42.251976, 
42.252223)))"
140201,2115,54000,660,1130,65.6,65.6,53.427895981087474,"list(list(c(-71.135267, -71.134992, -71.133772, -71.133568, -71.133358, -71.133009, -71.132414, -71.132151, -71.131307, -71.128992, -71.128433, -71.125505, -71.122884, -71.122534, -71.122437, -71.122543, -71.122827, -71.122815, -71.122439, -71.124843, -71.12541, -71.126233, -71.126184, -71.12567, -71.125802, -71.126377, -71.122701, -71.127561, -71.130808, -71.131322, -71.131954, -71.136665, -71.138827, -71.139334, -71.13631, -71.135267, 42.238163, 42.238603, 42.239642, 42.239613, 42.239562, 42.239472, 
42.239298, 42.239203, 42.240207, 42.247992, 42.249173, 42.247954, 42.251849, 42.25135, 42.251153, 42.250902, 42.250553, 42.250421, 42.250058, 42.247607, 42.246866, 42.242667, 42.241615, 42.239527, 42.239455, 42.239162, 42.234544, 42.231023, 42.22788, 42.228256, 42.228722, 42.23191, 42.233376, 42.233597, 42.23634, 42.238163)))"
140202,5429,63792,1511,2580,72.6,72.6,47.522564008104624,"list(list(c(-71.126233, -71.12541, -71.124843, -71.122439, -71.122815, -71.122827, -71.122543, -71.122437, -71.122534, -71.122884, -71.118894, -71.115465, -71.115469, -71.114246, -71.113988, -71.113277, -71.112995, -71.112938, -71.112577, -71.112433, -71.109544, -71.109465, -71.109347, -71.112057, -71.113268, -71.113449, -71.114563, -71.116409, -71.116529, -71.12567, -71.126184, -71.126233, 42.242667, 42.246866, 42.247607, 42.250058, 42.250421, 42.250553, 42.250902, 42.251153, 42.25135, 42.251849, 
42.253161, 42.256873, 42.257164, 42.258162, 42.258386, 42.258912, 42.258698, 42.258641, 42.258278, 42.25815, 42.255412, 42.25241, 42.24799, 42.246585, 42.245948, 42.245863, 42.245284, 42.244328, 42.244274, 42.239527, 42.241615, 42.242667)))"
140300,6210,49524,2067,1706,56.3,56.3,27.47181964573269,"list(list(c(-71.122884, -71.125505, -71.128433, -71.128992, -71.130115, -71.127157, -71.125881, -71.125592, -71.125307, -71.124708, -71.123565, -71.123337, -71.12326, -71.123331, -71.123153, -71.122972, -71.121602, -71.118957, -71.118038, -71.118175, -71.118251, -71.118285, -71.118247, -71.118161, -71.118027, -71.118026, -71.11827, -71.116427, -71.110995, -71.111627, -71.111622, -71.111436, -71.110828, -71.10842, -71.108162, -71.107743, -71.1085, -71.110224, -71.113277, -71.113988, -71.114246, -71.115469, 
-71.115465, -71.118894, -71.122884, 42.251849, 42.247954, 42.249173, 42.247992, 42.251171, 42.253834, 42.254842, 42.255613, 42.255653, 42.257227, 42.262206, 42.262102, 42.26207, 42.262238, 42.263145, 42.263348, 42.262756, 42.261923, 42.263905, 42.263952, 42.264045, 42.264211, 42.264309, 42.264348, 42.264354, 42.264775, 42.266595, 42.267112, 42.269039, 42.267612, 42.267359, 42.267033, 42.266065, 42.262591, 42.262781, 42.262975, 42.261061, 42.261163, 42.258912, 42.258386, 42.258162, 42.257164, 42.256873, 
42.253161, 42.251849)))"
140400,8163,59036,2547,1289,54.7,54.7,15.790763199803994,"list(list(c(-71.121435, -71.120378, -71.120017, -71.119993, -71.119534, -71.117207, -71.115734, -71.116632, -71.116377, -71.115342, -71.114188, -71.110374, -71.109482, -71.109191, -71.108635, -71.108415, -71.104725, -71.103358, -71.103591, -71.103858, -71.104173, -71.104367, -71.102906, -71.102541, -71.102399, -71.101243, -71.10054, -71.099623, -71.099127, -71.099676, -71.098465, -71.097871, -71.102691, -71.105047, -71.1085, -71.107743, -71.108162, -71.10842, -71.110828, -71.111436, -71.111622, -71.111627, 
-71.110995, -71.116427, -71.11827, -71.120607, -71.121185, -71.12144, -71.121776, -71.124914, -71.121435, 42.274639, 42.278776, 42.278821, 42.278819, 42.276868, 42.275871, 42.277295, 42.279001, 42.278859, 42.278039, 42.2771, 42.275065, 42.274577, 42.274363, 42.27372, 42.273505, 42.271328, 42.271002, 42.270617, 42.270238, 42.269858, 42.269534, 42.268262, 42.267958, 42.267819, 42.266829, 42.266148, 42.265501, 42.265133, 42.264841, 42.2636, 42.262826, 42.259884, 42.260658, 42.261061, 42.262975, 42.262781, 
42.262591, 42.266065, 42.267033, 42.267359, 42.267612, 42.269039, 42.267112, 42.266595, 42.270284, 42.270684, 42.270386, 42.270676, 42.272699, 42.274639)))"
160101,8226,42454,3634,3024,27.4,27.4,36.76148796498906,"list(list(c(-71.030379, -71.030021, -71.026993, -71.025489, -71.025002, -71.02288, -71.023086, -71.02279, -71.022428, -71.022672, -71.027712, -71.031995, -71.031838, -71.0315, -71.031295, -71.034563, -71.034339, -71.033927, -71.03373, -71.033538, -71.033357, -71.033154, -71.032884, -71.032634, -71.032301, -71.033255, -71.03295, -71.032723, -71.030379, 42.394883, 42.394801, 42.393151, 42.391336, 42.390527, 42.390144, 42.389468, 42.387062, 42.386373, 42.386265, 42.384041, 42.384597, 42.385222, 42.386174, 
42.386234, 42.386723, 42.387343, 42.388653, 42.389273, 42.389885, 42.390225, 42.390645, 42.391114, 42.391592, 42.392216, 42.392465, 42.393099, 42.393547, 42.394883)))"
160200,3111,35000,1498,1364,14.2,14.2,43.84442301510768,"list(list(c(-71.039818, -71.038969, -71.039022, -71.039229, -71.038265, -71.035969, -71.034283, -71.034103, -71.0337, -71.033332, -71.032723, -71.03295, -71.033255, -71.032301, -71.032634, -71.032884, -71.033154, -71.033357, -71.033538, -71.03373, -71.033927, -71.034339, -71.034563, -71.037482, -71.03873, -71.039818, 42.388268, 42.389453, 42.389699, 42.389906, 42.390437, 42.391723, 42.392688, 42.392763, 42.39303, 42.393204, 42.393547, 42.393099, 42.392465, 42.392216, 42.391592, 42.391114, 42.390645, 
42.390225, 42.389885, 42.389273, 42.388653, 42.387343, 42.386723, 42.387831, 42.387893, 42.388268)))"
160300,2354,52985,740,1719,75.5,75.5,73.02463891248938,"list(list(c(-71.039229, -71.039022, -71.038969, -71.039818, -71.03873, -71.037482, -71.034563, -71.031295, -71.0315, -71.031838, -71.031995, -71.033234, -71.038813, -71.039082, -71.039262, -71.039316, -71.039427, -71.039512, -71.043264, -71.044298, -71.047284, -71.048186, -71.055295, -71.050695, -71.050002, -71.049372, -71.049131, -71.04367, -71.044213, -71.042541, -71.042074, -71.041588, -71.040842, -71.039229, 42.389906, 42.389699, 42.389453, 42.388268, 42.387893, 42.387831, 42.386723, 42.386234, 
42.386174, 42.385222, 42.384597, 42.38491, 42.386811, 42.386801, 42.386831, 42.386847, 42.386859, 42.386853, 42.383594, 42.383209, 42.385284, 42.385686, 42.387097, 42.391996, 42.393471, 42.39363, 42.393133, 42.391656, 42.390863, 42.389228, 42.389405, 42.389663, 42.388946, 42.389906)))"
160400,2323,27560,1246,1264,30.9,30.9,54.41239776151528,"list(list(c(-71.034103, -71.034283, -71.035969, -71.038265, -71.039229, -71.040842, -71.041588, -71.042074, -71.042541, -71.044213, -71.04367, -71.049131, -71.049372, -71.050002, -71.050241, -71.052995, -71.051928, -71.048208, -71.047083, -71.046897, -71.046379, -71.045707, -71.040887, -71.040147, -71.039892, -71.039306, -71.036232, -71.036466, -71.036831, -71.03748, -71.038062, -71.035584, -71.035381, -71.032955, -71.030379, -71.032723, -71.033332, -71.0337, -71.034103, 42.392763, 42.392688, 42.391723, 
42.390437, 42.389906, 42.388946, 42.389663, 42.389405, 42.389228, 42.390863, 42.391656, 42.393133, 42.39363, 42.393471, 42.393792, 42.396196, 42.397403, 42.396621, 42.397423, 42.397557, 42.397882, 42.398355, 42.401749, 42.402055, 42.402243, 42.402855, 42.402455, 42.401921, 42.401272, 42.40086, 42.399906, 42.397466, 42.395917, 42.395408, 42.394883, 42.393547, 42.393204, 42.39303, 42.392763)))"
160501,5816,36593,2576,2498,23.9,23.9,42.95048143053645,"list(list(c(-71.036232, -71.035929, -71.035357, -71.032188, -71.031882, -71.031572, -71.029168, -71.028433, -71.026753, -71.027488, -71.02909, -71.029643, -71.030379, -71.032955, -71.035381, -71.035584, -71.038062, -71.03748, -71.036831, -71.036466, -71.036232, 42.402455, 42.40239, 42.402119, 42.399399, 42.399593, 42.399885, 42.399058, 42.399468, 42.397834, 42.39741, 42.396514, 42.395297, 42.394883, 42.395408, 42.395917, 42.397466, 42.399906, 42.40086, 42.401272, 42.401921, 42.402455)))"
160502,4273,32236,1697,2338,33.8,33.8,54.7156564474608,"list(list(c(-71.027488, -71.026753, -71.024158, -71.023089, -71.021767, -71.021263, -71.020457, -71.019735, -71.019162, -71.018126, -71.013772, -71.010892, -71.010861, -71.009396, -71.009377, -71.009445, -71.009629, -71.013395, -71.016094, -71.017794, -71.022428, -71.02279, -71.023086, -71.02288, -71.025002, -71.025489, -71.026993, -71.030021, -71.030379, -71.029643, -71.02909, -71.027488, 42.39741, 42.397834, 42.399322, 42.400129, 42.401278, 42.401743, 42.402434, 42.401968, 42.40247, 42.403378, 
42.402964, 42.401795, 42.401689, 42.401183, 42.40085, 42.400475, 42.400167, 42.397398, 42.395897, 42.390697, 42.386373, 42.387062, 42.389468, 42.390144, 42.390527, 42.391336, 42.393151, 42.394801, 42.394883, 42.395297, 42.396514, 42.39741)))"
160601,3690,55163,2027,1748,45,45,47.37127371273713,"list(list(c(-71.036236, -71.033565, -71.029294, -71.026327, -71.020444, -71.018878, -71.018444, -71.018126, -71.019162, -71.019735, -71.020457, -71.021263, -71.021767, -71.023089, -71.024158, -71.026753, -71.028433, -71.029168, -71.031572, -71.031882, -71.032188, -71.035357, -71.035929, -71.036232, -71.036236, 42.402564, 42.403467, 42.404011, 42.406002, 42.405117, 42.403718, 42.403558, 42.403378, 42.40247, 42.401968, 42.402434, 42.401743, 42.401278, 42.400129, 42.399322, 42.397834, 42.399468, 42.399058, 
42.399885, 42.399593, 42.399399, 42.402119, 42.40239, 42.402455, 42.402564)))"
160602,4739,43343,1573,2673,42.8,42.8,56.4043047056341,"list(list(c(-71.035295, -71.03491, -71.033442, -71.033203, -71.032772, -71.031354, -71.02924, -71.02905, -71.027115, -71.02669, -71.026327, -71.029294, -71.033565, -71.036236, -71.036232, -71.039306, -71.039892, -71.040147, -71.040887, -71.040578, -71.040195, -71.039792, -71.039527, -71.039443, -71.039053, -71.0376, -71.037095, -71.037023, -71.035629, -71.035295, 42.410214, 42.410876, 42.41338, 42.414226, 42.413828, 42.412519, 42.410568, 42.41028, 42.407782, 42.406316, 42.406002, 42.404011, 42.403467, 
42.402564, 42.402455, 42.402855, 42.402243, 42.402055, 42.401749, 42.401966, 42.402696, 42.403101, 42.403632, 42.403761, 42.404243, 42.406288, 42.407197, 42.407296, 42.409641, 42.410214)))"
170100,6907,50357,2460,5768,61.6,61.6,83.50948313305342,"list(list(c(-71.022741, -71.021719, -71.018278, -71.017656, -71.014408, -71.011234, -71.011635, -71.012109, -71.013549, -71.013674, -71.014192, -71.014545, -71.018126, -71.018444, -71.018878, -71.020444, -71.026327, -71.02669, -71.027115, -71.02905, -71.02924, -71.031354, -71.032772, -71.033203, -71.033095, -71.032493, -71.032321, -71.031701, -71.030941, -71.030588, -71.027544, -71.022741, 42.414945, 42.414653, 42.413709, 42.413537, 42.412631, 42.411781, 42.411161, 42.410406, 42.408154, 42.407936, 
42.407046, 42.406491, 42.403378, 42.403558, 42.403718, 42.405117, 42.406002, 42.406316, 42.407782, 42.41028, 42.410568, 42.412519, 42.413828, 42.414226, 42.414696, 42.415506, 42.416025, 42.417384, 42.417177, 42.417079, 42.416257, 42.414945)))"
170200,4925,58710,2141,3895,68.4,68.4,79.08629441624366,"list(list(c(-71.018278, -71.021719, -71.022741, -71.027544, -71.030588, -71.030941, -71.031701, -71.031382, -71.031086, -71.030758, -71.029319, -71.027894, -71.020134, -71.018975, -71.018827, -71.018658, -71.014669, -71.014463, -71.012105, -71.011194, -71.008968, -71.008517, -71.008379, -71.008505, -71.008925, -71.009869, -71.011234, -71.014408, -71.017656, -71.018278, 42.413709, 42.414653, 42.414945, 42.416257, 42.417079, 42.417177, 42.417384, 42.418192, 42.418782, 42.41941, 42.421877, 42.421437, 
42.419109, 42.418606, 42.418885, 42.419093, 42.417963, 42.417905, 42.417231, 42.418385, 42.416813, 42.416202, 42.416113, 42.415936, 42.415374, 42.413936, 42.411781, 42.412631, 42.413537, 42.413709)))"
