GEOID,DP03_0062E,DP03_0062M,DP02_0059E,DP02_0059M,DP02_0060E,DP02_0060M,DP02_0061E,DP02_0061M,DP02_0062E,DP02_0062M,DP02_0063E,DP02_0063M,DP02_0067E,DP02_0067M,DP05_0032E,DP05_0032M,DP05_0033E,DP05_0033M,DP05_0034E,DP05_0034M,DP05_0039E,DP05_0039M,DP05_0047E,DP05_0047M,DP02_0111PE,DP02_0111PM,DP02_0113E,DP02_0113M,DP02_0114E,DP02_0114M,NAME,B01001_001E,B01001_001M,geometry,adjMHI,percEng,percWhite,"GEOID == str_remove(bos_acs10$GEOID, ""25025"")"
010204,35023,8301,0,127,0,127,67,70,83,61,31,35,NA,NA,1666,275,43,52,0,127,475,222,0,127,70.6,8.3,150,87,123,86,"Census Tract 102.04, Suffolk County, Massachusetts",2377,397,"list(list(c(-71.102519, -71.10361, -71.104307, -71.104393, -71.104816, -71.105131, -71.105526, -71.105938, -71.10674, -71.107185, -71.10685, -71.10683, -71.10683, -71.106825, -71.103314, -71.101143, -71.100622, -71.099802, -71.098115, -71.098166, -71.098575, -71.098955, -71.100318, -71.100595, -71.101897, -71.102519, 42.343375, 42.344064, 42.344082, 42.344117, 42.344103, 42.344226, 42.343909, 42.343808, 42.34604, 42.347011, 42.34859, 42.348701, 42.34873, 42.348753, 42.348093, 42.347758, 42.347693, 
42.347651, 42.347637, 42.347599, 42.347173, 42.346815, 42.34547, 42.345223, 42.344013, 42.343375)))",38297.650499999996,70.6,70.08834665544805,FALSE
010300,26397,6891,0,127,16,22,25,39,54,30,0,127,NA,NA,4808,1636,409,368,15,25,422,229,0,127,82.7,6.4,156,99,337,227,"Census Tract 103, Suffolk County, Massachusetts",5944,1857,"list(list(c(-71.098988, -71.097537, -71.096885, -71.093205, -71.093213, -71.092461, -71.092266, -71.095745, -71.096947, -71.098133, -71.098884, -71.099564, -71.100306, -71.100935, -71.10539, -71.110001, -71.104168, -71.098988, 42.339095, 42.338706, 42.339026, 42.340943, 42.340612, 42.339587, 42.339107, 42.337727, 42.33726, 42.336783, 42.33649, 42.336255, 42.335941, 42.336168, 42.33786, 42.340317, 42.343318, 42.339095)))",28865.119499999997,82.7,80.88829071332437,FALSE
010403,20365,7454,101,81,158,96,292,205,153,89,56,63,NA,NA,1847,442,319,130,42,50,623,243,0,127,57.6,9.3,584,307,380,185,"Census Tract 104.03, Suffolk County, Massachusetts",3104,342,"list(list(c(-71.087455, -71.086831, -71.085907, -71.085796, -71.085976, -71.086805, -71.089965, -71.089765, -71.089548, -71.089222, -71.089264, -71.087758, -71.087455, 42.346635, 42.345424, 42.343486, 42.343332, 42.343319, 42.343436, 42.34392, 42.34466, 42.34541, 42.346634, 42.346887, 42.3473, 42.346635)))",22269.1275,57.6,59.503865979381445,FALSE
010404,17965,13732,0,127,23,37,123,126,159,129,15,24,NA,NA,5036,777,163,111,0,127,632,223,0,127,79.6,4.2,308,139,191,104,"Census Tract 104.04, Suffolk County, Massachusetts",6132,858,"list(list(c(-71.086614, -71.086981, -71.09066, -71.091026, -71.091769, -71.091827, -71.091746, -71.091208, -71.090489, -71.090331, -71.090196, -71.089965, -71.086805, -71.085976, -71.085796, -71.085046, -71.084958, -71.086422, -71.086614, 42.341474, 42.341233, 42.339766, 42.339608, 42.339891, 42.339941, 42.340055, 42.340915, 42.342079, 42.342605, 42.343141, 42.34392, 42.343436, 42.343319, 42.343332, 42.342825, 42.34277, 42.341593, 42.341474)))",19644.727499999997,79.6,82.12654924983693,FALSE
010405,14188,2473,77,50,47,46,201,92,272,79,27,38,NA,NA,4179,1920,475,185,0,127,544,186,0,127,72.6,4.5,525,153,244,97,"Census Tract 104.05, Suffolk County, Massachusetts",5394,1923,"list(list(c(-71.091026, -71.09066, -71.086981, -71.086614, -71.086422, -71.084958, -71.084096, -71.083352, -71.083504, -71.084681, -71.090518, -71.091051, -71.095745, -71.092266, -71.092461, -71.093213, -71.093205, -71.090844, -71.090902, -71.0907, -71.09055, -71.090399, -71.090005, -71.089413, -71.089264, -71.089222, -71.089548, -71.089765, -71.089965, -71.090196, -71.090331, -71.090489, -71.091208, -71.091746, -71.091827, -71.091769, -71.091026, 42.339608, 42.339766, 42.341233, 42.341474, 42.341593, 
42.34277, 42.342192, 42.341689, 42.341263, 42.340293, 42.335665, 42.335934, 42.337727, 42.339107, 42.339587, 42.340612, 42.340943, 42.344077, 42.346544, 42.346535, 42.34655, 42.346576, 42.346679, 42.346851, 42.346887, 42.346634, 42.34541, 42.34466, 42.34392, 42.343141, 42.342605, 42.342079, 42.340915, 42.340055, 42.339941, 42.339891, 42.339608)))",15514.578,72.6,77.47497219132369,FALSE
010408,44492,4328,0,127,0,127,16,25,72,94,0,127,NA,NA,996,155,21,34,0,127,180,128,0,127,78.1,6.6,16,25,61,48,"Census Tract 104.08, Suffolk County, Massachusetts",1248,134,"list(list(c(-71.094644, -71.095072, -71.096493, -71.097133, -71.097412, -71.094932, -71.094644, 42.344549, 42.342353, 42.341843, 42.343079, 42.343694, 42.344381, 42.344549)))",48652.00199999999,78.1,79.8076923076923,FALSE
010500,36017,10488,54,57,68,48,180,157,147,75,42,43,NA,NA,2352,399,318,102,27,23,540,210,0,127,74.6,6.4,359,141,160,104,"Census Tract 105, Suffolk County, Massachusetts",3382,448,"list(list(c(-71.086831, -71.087455, -71.087758, -71.086734, -71.085602, -71.084742, -71.084406, -71.082757, -71.081775, -71.081303, -71.080911, -71.080344, -71.080225, -71.080151, -71.080082, -71.08078, -71.083352, -71.084096, -71.084958, -71.085046, -71.085796, -71.085907, -71.086831, 42.345424, 42.346635, 42.3473, 42.347588, 42.347884, 42.346195, 42.346039, 42.345817, 42.345386, 42.345049, 42.344787, 42.3444, 42.344319, 42.344263, 42.344219, 42.343744, 42.341689, 42.342192, 42.34277, 42.342825, 
42.343332, 42.343486, 42.345424)))",39384.589499999995,74.6,69.54464813719693,FALSE
010600,68080,10050,11,18,31,38,154,64,227,115,97,82,NA,NA,2317,274,143,102,0,127,271,130,0,127,81,5.5,143,71,96,87,"Census Tract 106, Suffolk County, Massachusetts",2840,252,"list(list(c(-71.084406, -71.084742, -71.085602, -71.083796, -71.079508, -71.077368, -71.076933, -71.072659, -71.072, -71.076261, -71.075981, -71.078086, -71.080082, -71.080151, -71.080225, -71.080344, -71.080911, -71.081303, -71.081775, -71.082757, -71.084406, 42.346039, 42.346195, 42.347884, 42.348367, 42.349508, 42.350075, 42.34928, 42.35041, 42.349022, 42.347904, 42.347343, 42.345821, 42.344219, 42.344263, 42.344319, 42.3444, 42.344787, 42.345049, 42.345386, 42.345817, 42.346039)))",74445.48,81,81.58450704225352,FALSE
010701,88438,21551,0,127,0,127,30,36,80,45,23,33,NA,NA,1883,336,36,46,11,18,275,168,0,127,75.4,10,128,74,80,60,"Census Tract 107.01, Suffolk County, Massachusetts",2290,341,"list(list(c(-71.084721, -71.085125, -71.083173, -71.080862, -71.080279, -71.07986, -71.079508, -71.083796, -71.085602, -71.086734, -71.087758, -71.087844, -71.088191, -71.088728, -71.088424, -71.086243, -71.084721, 42.350341, 42.351144, 42.351651, 42.352267, 42.351085, 42.350304, 42.349508, 42.348367, 42.347884, 42.347588, 42.3473, 42.347464, 42.348127, 42.349289, 42.349332, 42.34991, 42.350341)))",96706.953,75.4,82.22707423580786,FALSE
010702,91071,18314,0,127,0,127,48,50,91,74,128,97,NA,NA,2503,418,0,127,18,29,63,41,0,127,91.5,4,0,127,76,62,"Census Tract 107.02, Suffolk County, Massachusetts",2658,464,"list(list(c(-71.072822, -71.072659, -71.076933, -71.077368, -71.079508, -71.07986, -71.080279, -71.080862, -71.076583, -71.074401, -71.072122, -71.071637, -71.071079, -71.070704, -71.070655, -71.070455, -71.072822, 42.350755, 42.35041, 42.34928, 42.350075, 42.349508, 42.350304, 42.351085, 42.352267, 42.353425, 42.354022, 42.354641, 42.353831, 42.352673, 42.35194, 42.351854, 42.351417, 42.350755)))",99586.13849999999,91.5,94.16854778028593,FALSE
010801,112284,52187,39,56,0,127,41,40,95,59,135,70,NA,NA,3105,966,86,97,0,127,279,200,0,127,83,9.1,85,55,261,174,"Census Tract 108.01, Suffolk County, Massachusetts",3576,968,"list(list(c(-71.075049, -71.073302, -71.073021, -71.072511, -71.072122, -71.074401, -71.076583, -71.080862, -71.081595, -71.077575, -71.075219, -71.075049, 42.355325, 42.355812, 42.35531, 42.355453, 42.354641, 42.354022, 42.353425, 42.352267, 42.353704, 42.354876, 42.355507, 42.355325)))",122782.55399999999,83,86.82885906040268,FALSE
010802,85362,23541,0,127,0,127,69,46,88,75,21,26,NA,NA,2895,340,35,57,0,127,186,131,0,127,80.3,8.1,59,61,161,135,"Census Tract 108.02, Suffolk County, Massachusetts",3133,365,"list(list(c(-71.085915, -71.08171, -71.081595, -71.080862, -71.083173, -71.085125, -71.084721, -71.086243, -71.088424, -71.088728, -71.0893, -71.089497, -71.08982, -71.086558, -71.085915, 42.352526, 42.353673, 42.353704, 42.352267, 42.351651, 42.351144, 42.350341, 42.34991, 42.349332, 42.349289, 42.350459, 42.350848, 42.351493, 42.352372, 42.352526)))",93343.347,80.3,92.4034471752314,FALSE
020101,93244,11249,0,127,15,23,105,71,191,103,95,67,NA,NA,4094,486,32,39,23,35,126,95,0,127,83.5,6.9,130,104,167,121,"Census Tract 201.01, Suffolk County, Massachusetts",4335,498,"list(list(c(-71.073302, -71.073405, -71.073444, -71.072071, -71.070789, -71.070151, -71.068629, -71.068582, -71.067689, -71.067326, -71.066823, -71.066306, -71.065048, -71.065069, -71.065109, -71.06499, -71.065792, -71.067642, -71.068916, -71.069406, -71.071296, -71.072511, -71.073021, -71.073302, 42.355812, 42.355965, 42.356139, 42.359449, 42.359503, 42.359515, 42.359568, 42.359339, 42.359309, 42.35934, 42.359352, 42.359355, 42.359368, 42.358856, 42.357684, 42.357195, 42.357001, 42.356603, 42.356319, 
42.356216, 42.355771, 42.355453, 42.35531, 42.355812)))",101962.314,83.5,94.44059976931949,FALSE
020200,54228,11335,0,127,18,19,100,54,239,138,12,20,NA,NA,3449,415,72,67,50,81,128,86,0,127,86,4.6,204,98,79,53,"Census Tract 202, Suffolk County, Massachusetts",3739,379,"list(list(c(-71.068629, -71.070151, -71.070789, -71.072071, -71.072037, -71.072057, -71.072359, -71.072348, -71.070472, -71.069939, -71.069755, -71.068736, -71.06785, -71.066916, -71.066382, -71.065987, -71.065161, -71.065048, -71.066306, -71.066823, -71.067326, -71.067689, -71.068582, -71.068629, 42.359568, 42.359515, 42.359503, 42.359449, 42.359717, 42.360138, 42.360879, 42.361372, 42.36131, 42.361174, 42.361164, 42.361183, 42.3612, 42.361189, 42.361197, 42.361189, 42.361201, 42.359368, 42.359355, 
42.359352, 42.35934, 42.359309, 42.359339, 42.359568)))",59298.31799999999,86,92.24391548542391,FALSE
020301,60347,16663,17,27,36,39,71,62,200,98,94,60,NA,NA,1621,411,46,34,0,127,550,245,0,127,78.3,7.2,136,103,105,72,"Census Tract 203.01, Suffolk County, Massachusetts",2260,407,"list(list(c(-71.069939, -71.070472, -71.072348, -71.068446, -71.071628, -71.070896, -71.070738, -71.070694, -71.067793, -71.068349, -71.068769, -71.065155, -71.065224, -71.065139, -71.065134, -71.063858, -71.063755, -71.064453, -71.065161, -71.065987, -71.066382, -71.066916, -71.06785, -71.068736, -71.069755, -71.069939, 42.361174, 42.36131, 42.361372, 42.366596, 42.367158, 42.367809, 42.367995, 42.368067, 42.366435, 42.366192, 42.365788, 42.364177, 42.3636, 42.363237, 42.362404, 42.362198, 42.361241, 
42.361231, 42.361201, 42.361189, 42.361197, 42.361189, 42.3612, 42.361183, 42.361164, 42.361174)))",65989.4445,78.3,71.72566371681415,FALSE
020302,62302,50206,0,127,0,127,25,39,14,23,52,68,NA,NA,896,227,0,127,0,127,160,119,0,127,76.6,13.9,83,74,50,60,"Census Tract 203.02, Suffolk County, Massachusetts",1056,220,"list(list(c(-71.062911, -71.062864, -71.062875, -71.062817, -71.062642, -71.063169, -71.063653, -71.06499, -71.065109, -71.065069, -71.065048, -71.065161, -71.064453, -71.063755, -71.062911, 42.361229, 42.36009, 42.359483, 42.358665, 42.357977, 42.357748, 42.357566, 42.357195, 42.357684, 42.358856, 42.359368, 42.361201, 42.361231, 42.361241, 42.361229)))",68127.237,76.6,84.84848484848484,FALSE
020303,87244,26321,94,93,227,123,285,160,216,93,89,50,NA,NA,1988,350,595,283,37,45,368,202,8,12,78.5,6.4,224,102,207,70,"Census Tract 203.03, Suffolk County, Massachusetts",3143,499,"list(list(c(-71.064095, -71.063688, -71.062132, -71.059795, -71.059558, -71.059051, -71.058585, -71.058525, -71.058191, -71.057709, -71.057882, -71.058037, -71.058216, -71.0584, -71.058559, -71.061856, -71.062911, -71.063755, -71.063858, -71.065134, -71.065139, -71.065224, -71.065155, -71.068769, -71.068349, -71.067793, -71.070694, -71.069795, -71.06741, -71.064095, 42.368997, 42.368904, 42.368551, 42.368767, 42.368427, 42.367779, 42.367117, 42.366952, 42.364052, 42.363543, 42.363546, 42.363481, 
42.363431, 42.363412, 42.363381, 42.36243, 42.361229, 42.361241, 42.362198, 42.362404, 42.363237, 42.3636, 42.364177, 42.365788, 42.366192, 42.366435, 42.368067, 42.369097, 42.369097, 42.368997)))",95401.314,78.5,63.25167037861915,FALSE
030100,53026,9374,64,63,41,34,237,130,113,66,49,35,NA,NA,1861,292,97,156,0,127,0,127,0,127,80.4,9.9,88,71,0,127,"Census Tract 301, Suffolk County, Massachusetts",1958,311,"list(list(c(-71.055932, -71.056271, -71.057408, -71.058525, -71.058042, -71.05756, -71.057324, -71.0534, -71.053926, -71.054249, -71.054944, -71.055433, -71.055631, -71.055932, 42.365558, 42.365745, 42.365338, 42.366952, 42.367283, 42.367652, 42.367799, 42.367525, 42.366966, 42.367099, 42.366052, 42.366241, 42.36595, 42.365558)))",57983.931,80.4,95.04596527068438,FALSE
030200,51909,5122,39,40,122,71,79,47,106,71,45,17,NA,NA,1500,235,12,18,0,127,111,63,0,127,81.9,6.9,110,77,74,76,"Census Tract 302, Suffolk County, Massachusetts",1650,230,"list(list(c(-71.055904, -71.056176, -71.056293, -71.055699, -71.056176, -71.057332, -71.057709, -71.058191, -71.058525, -71.057408, -71.056271, -71.055932, -71.055753, -71.055414, -71.055505, -71.055904, 42.363518, 42.363135, 42.362998, 42.362652, 42.362357, 42.36318, 42.363543, 42.364052, 42.366952, 42.365338, 42.365745, 42.365558, 42.36547, 42.365268, 42.364173, 42.363518)))",56762.4915,81.9,90.9090909090909,FALSE
030300,106602,27163,145,107,215,100,278,105,272,128,113,71,NA,NA,4126,464,105,61,0,127,193,102,0,127,83.9,5.7,104,80,250,170,"Census Tract 303, Suffolk County, Massachusetts",4598,459,"list(list(c(-71.052061, -71.051888, -71.051769, -71.051223, -71.051115, -71.05109, -71.0496, -71.049409, -71.046389, -71.0455, -71.045566, -71.049073, -71.049595, -71.050434, -71.050471, -71.050892, -71.05106, -71.052158, -71.055759, -71.057191, -71.05771, -71.058235, -71.058737, -71.058561, -71.05829, -71.062642, -71.062817, -71.062875, -71.062864, -71.062911, -71.061856, -71.058559, -71.0584, -71.058216, -71.058037, -71.057882, -71.057709, -71.057332, -71.056176, -71.05525, -71.055123, -71.05489, 
-71.054661, -71.054494, -71.054296, -71.054061, -71.053826, -71.053709, -71.053549, -71.053199, -71.052769, -71.05224, -71.052061, 42.36371, 42.363917, 42.364263, 42.364104, 42.363979, 42.364175, 42.364044, 42.364045, 42.363935, 42.359825, 42.359733, 42.354939, 42.354497, 42.354846, 42.354898, 42.35506, 42.355131, 42.358666, 42.356913, 42.356822, 42.356777, 42.356832, 42.356988, 42.357161, 42.35741, 42.357977, 42.358665, 42.359483, 42.36009, 42.361229, 42.36243, 42.363381, 42.363412, 42.363431, 42.363481, 
42.363546, 42.363543, 42.36318, 42.362357, 42.36183, 42.362045, 42.362265, 42.36238, 42.362511, 42.36283, 42.363108, 42.363303, 42.363367, 42.363416, 42.363474, 42.36353, 42.363626, 42.36371)))",116569.287,83.9,89.73466724662897,FALSE
030400,61157,11841,0,127,24,33,116,71,198,99,53,46,NA,NA,2123,231,12,18,0,127,87,87,0,127,87.8,5.6,39,44,56,46,"Census Tract 304, Suffolk County, Massachusetts",2241,238,"list(list(c(-71.055904, -71.055505, -71.055414, -71.055753, -71.055932, -71.055631, -71.055433, -71.054944, -71.054249, -71.053926, -71.053631, -71.053485, -71.053248, -71.053004, -71.052861, -71.053014, -71.053204, -71.053398, -71.051769, -71.051888, -71.052061, -71.05224, -71.052769, -71.053199, -71.053549, -71.053709, -71.053826, -71.054061, -71.054296, -71.054494, -71.054661, -71.05489, -71.055123, -71.05525, -71.056176, -71.055699, -71.056293, -71.056176, -71.055904, 42.363518, 42.364173, 42.365268, 
42.36547, 42.365558, 42.36595, 42.366241, 42.366052, 42.367099, 42.366966, 42.3668, 42.366644, 42.366319, 42.366053, 42.365829, 42.365314, 42.365066, 42.364841, 42.364263, 42.363917, 42.36371, 42.363626, 42.36353, 42.363474, 42.363416, 42.363367, 42.363303, 42.363108, 42.36283, 42.362511, 42.36238, 42.362265, 42.362045, 42.36183, 42.362357, 42.362652, 42.362998, 42.363135, 42.363518)))",66875.1795,87.8,94.73449352967425,FALSE
030500,82308,22996,23,35,0,127,115,54,192,87,69,42,NA,NA,2307,228,27,38,0,127,32,28,0,127,89.8,5.5,50,45,72,70,"Census Tract 305, Suffolk County, Massachusetts",2395,225,"list(list(c(-71.058042, -71.058525, -71.058585, -71.059051, -71.059558, -71.059795, -71.057141, -71.054995, -71.050895, -71.049095, -71.048844, -71.049575, -71.047025, -71.046389, -71.049409, -71.0496, -71.05109, -71.051115, -71.051223, -71.051769, -71.053398, -71.053204, -71.053014, -71.052861, -71.053004, -71.053248, -71.053485, -71.053631, -71.053926, -71.0534, -71.057324, -71.05756, -71.058042, 42.367283, 42.366952, 42.367117, 42.367779, 42.368427, 42.368767, 42.369982, 42.370697, 42.370697, 
42.371197, 42.370904, 42.370189, 42.367812, 42.363935, 42.364045, 42.364044, 42.364175, 42.363979, 42.364104, 42.364263, 42.364841, 42.365066, 42.365314, 42.365829, 42.366053, 42.366319, 42.366644, 42.3668, 42.366966, 42.367525, 42.367799, 42.367652, 42.367283)))",90003.798,89.8,96.32567849686848,FALSE
040100,120250,29293,0,127,75,53,127,64,60,37,32,30,NA,NA,2271,190,0,127,0,127,13,23,0,127,91.8,4.8,19,28,40,45,"Census Tract 401, Suffolk County, Massachusetts",2310,174,"list(list(c(-71.061873, -71.061235, -71.060492, -71.059718, -71.060008, -71.058333, -71.058323, -71.058696, -71.058584, -71.058206, -71.058772, -71.05766, -71.057545, -71.056107, -71.054995, -71.057141, -71.059795, -71.060637, -71.060664, -71.061292, -71.06185, -71.06384, -71.062786, -71.062221, -71.061873, 42.375951, 42.377154, 42.376923, 42.376649, 42.376072, 42.374331, 42.374151, 42.373887, 42.373746, 42.373827, 42.371876, 42.372228, 42.37217, 42.371508, 42.370697, 42.369982, 42.368767, 42.370022, 
42.370059, 42.370751, 42.371096, 42.371916, 42.374493, 42.375193, 42.375951)))",131493.375,91.8,98.31168831168831,FALSE
040200,51377,9838,54,56,59,37,349,102,98,55,24,27,NA,NA,1331,277,288,221,0,127,6,12,0,127,83.8,13,205,195,169,189,"Census Tract 402, Suffolk County, Massachusetts",1697,238,"list(list(c(-71.060008, -71.059718, -71.060492, -71.0603, -71.059867, -71.059078, -71.058742, -71.057116, -71.056459, -71.056286, -71.055912, -71.054154, -71.052941, -71.053638, -71.055231, -71.055835, -71.056244, -71.056956, -71.058206, -71.058584, -71.058696, -71.058323, -71.058333, -71.060008, 42.376072, 42.376649, 42.376923, 42.377223, 42.378054, 42.377795, 42.377667, 42.377089, 42.376924, 42.37741, 42.379115, 42.379039, 42.378428, 42.377721, 42.376225, 42.375634, 42.375311, 42.374874, 42.373827, 
42.373746, 42.373887, 42.374151, 42.374331, 42.376072)))",56180.7495,83.8,78.4325279905716,FALSE
040300,109028,14964,188,123,44,36,317,123,363,171,113,86,NA,NA,3244,406,355,311,0,127,208,165,0,127,85.4,5.9,337,174,268,97,"Census Tract 403, Suffolk County, Massachusetts",4122,381,"list(list(c(-71.069106, -71.067928, -71.06494, -71.064195, -71.062356, -71.061815, -71.061596, -71.06139, -71.058956, -71.059353, -71.059679, -71.059867, -71.0603, -71.060492, -71.061235, -71.061873, -71.062388, -71.063092, -71.0635, -71.063928, -71.064259, -71.06497, -71.065305, -71.065503, -71.069106, 42.37941, 42.380498, 42.379316, 42.381867, 42.381102, 42.380874, 42.380789, 42.380696, 42.379668, 42.378974, 42.378319, 42.378054, 42.377223, 42.376923, 42.377154, 42.375951, 42.376117, 42.374689, 
42.376525, 42.376685, 42.376844, 42.377305, 42.377586, 42.377791, 42.37941)))",119222.11799999999,85.4,78.699660359049,FALSE
040401,70026,15228,109,67,76,53,581,160,216,78,22,32,NA,NA,2303,190,71,103,6,12,0,127,0,127,93.5,2.9,51,44,33,35,"Census Tract 404.01, Suffolk County, Massachusetts",2466,183,"list(list(c(-71.070901, -71.070514, -71.069987, -71.069106, -71.065503, -71.065305, -71.06497, -71.064259, -71.063928, -71.0635, -71.063092, -71.062388, -71.061873, -71.062221, -71.062786, -71.06384, -71.06185, -71.061292, -71.060664, -71.060637, -71.059795, -71.062132, -71.063688, -71.064095, -71.067091, -71.070528, -71.068217, -71.069603, -71.070901, 42.379871, 42.380047, 42.380309, 42.37941, 42.377791, 42.377586, 42.377305, 42.376844, 42.376685, 42.376525, 42.374689, 42.376117, 42.375951, 42.375193, 
42.374493, 42.371916, 42.371096, 42.370751, 42.370059, 42.370022, 42.368767, 42.368551, 42.368904, 42.368997, 42.371843, 42.372378, 42.375124, 42.377573, 42.379871)))",76573.431,93.5,93.39010543390106,FALSE
040600,108060,24918,27,31,51,41,403,127,228,99,98,62,NA,NA,2293,268,30,34,0,127,64,81,0,127,93.1,4.5,64,49,26,33,"Census Tract 406, Suffolk County, Massachusetts",2387,263,"list(list(c(-71.069987, -71.070514, -71.070901, -71.069603, -71.068217, -71.070528, -71.072595, -71.072968, -71.072873, -71.074397, -71.075696, -71.080595, -71.080884, -71.080947, -71.080083, -71.079785, -71.0795, -71.078695, -71.077508, -71.077346, -71.074273, -71.073496, -71.072696, -71.067996, -71.067178, -71.067778, -71.070632, -71.070896, -71.065695, -71.057395, -71.055524, -71.057404, -71.058504, -71.061596, -71.061815, -71.062356, -71.064195, -71.06494, -71.067928, -71.069106, -71.069987, 
42.380309, 42.380047, 42.379871, 42.377573, 42.375124, 42.372378, 42.372597, 42.373342, 42.373694, 42.377298, 42.380197, 42.380997, 42.382141, 42.382378, 42.382773, 42.382932, 42.383348, 42.384296, 42.385881, 42.386097, 42.390587, 42.391796, 42.390796, 42.394996, 42.394492, 42.393185, 42.389693, 42.388996, 42.386596, 42.387297, 42.387119, 42.384802, 42.3845, 42.380789, 42.380874, 42.381102, 42.381867, 42.379316, 42.380498, 42.37941, 42.380309)))",118163.60999999999,93.1,96.06200251361541,FALSE
040801,32333,10491,324,119,227,111,615,172,285,94,70,49,NA,NA,1993,238,582,257,35,62,900,173,0,127,59.5,6,823,162,350,103,"Census Tract 408.01, Suffolk County, Massachusetts",3620,318,"list(list(c(-71.056244, -71.055835, -71.055231, -71.053638, -71.052941, -71.054154, -71.055912, -71.056286, -71.056459, -71.057116, -71.058742, -71.059078, -71.059867, -71.059679, -71.059353, -71.058956, -71.06139, -71.061596, -71.058504, -71.057404, -71.055524, -71.055295, -71.048186, -71.047284, -71.044298, -71.044652, -71.044982, -71.045195, -71.045561, -71.046995, -71.049095, -71.050895, -71.054995, -71.056107, -71.057545, -71.05766, -71.058772, -71.058206, -71.056956, -71.056244, 42.375311, 
42.375634, 42.376225, 42.377721, 42.378428, 42.379039, 42.379115, 42.37741, 42.376924, 42.377089, 42.377667, 42.377795, 42.378054, 42.378319, 42.378974, 42.379668, 42.380696, 42.380789, 42.3845, 42.384802, 42.387119, 42.387097, 42.385686, 42.385284, 42.383209, 42.380777, 42.378543, 42.377097, 42.376182, 42.372597, 42.371197, 42.370697, 42.370697, 42.371508, 42.37217, 42.372228, 42.371876, 42.373827, 42.374874, 42.375311)))",35356.1355,59.5,55.05524861878453,FALSE
050101,30274,7131,1121,395,475,223,881,264,288,131,168,89,NA,NA,3112,518,95,61,12,14,409,217,0,127,22.2,6.4,2597,569,2996,643,"Census Tract 501.01, Suffolk County, Massachusetts",5225,627,"list(list(c(-71.033395, -71.033423, -71.033194, -71.035341, -71.035764, -71.039211, -71.040029, -71.040054, -71.043244, -71.044982, -71.044652, -71.044298, -71.043264, -71.039512, -71.039427, -71.039316, -71.039262, -71.039322, -71.03931, -71.039315, -71.033395, 42.382611, 42.380522, 42.380103, 42.379305, 42.379936, 42.378634, 42.37865, 42.378934, 42.378622, 42.378543, 42.380777, 42.383209, 42.383594, 42.386853, 42.386859, 42.386847, 42.386831, 42.385405, 42.383949, 42.382606, 42.382611)))",33104.619,22.2,59.55980861244019,FALSE
050200,51191,4696,840,261,356,146,1210,251,407,135,73,43,NA,NA,3554,603,186,111,0,127,42,67,47,58,24.4,5.8,2549,491,3129,473,"Census Tract 502, Suffolk County, Massachusetts",5439,509,"list(list(c(-71.035764, -71.035341, -71.034511, -71.032359, -71.030235, -71.02982, -71.029191, -71.03054, -71.031044, -71.031537, -71.033678, -71.034096, -71.036256, -71.035834, -71.03878, -71.039092, -71.039075, -71.039334, -71.039978, -71.039744, -71.039899, -71.040029, -71.039211, -71.035764, 42.379936, 42.379305, 42.378069, 42.378856, 42.379663, 42.379051, 42.378128, 42.377006, 42.37732, 42.377628, 42.376827, 42.37745, 42.376652, 42.376031, 42.374927, 42.374923, 42.374167, 42.374254, 42.374601, 
42.375298, 42.37712, 42.37865, 42.378634, 42.379936)))",55977.358499999995,24.4,65.34289391432249,FALSE
050300,14505,2354,236,126,178,86,401,124,189,97,69,56,NA,NA,754,212,496,255,0,127,339,194,0,127,35.9,10,801,228,764,232,"Census Tract 503, Suffolk County, Massachusetts",2146,290,"list(list(c(-71.039899, -71.039744, -71.039978, -71.039334, -71.039075, -71.03903, -71.039184, -71.040294, -71.041255, -71.038919, -71.041892, -71.043396, -71.04445, -71.045734, -71.046272, -71.046995, -71.045561, -71.045195, -71.044982, -71.043244, -71.040054, -71.040029, -71.039899, 42.37712, 42.375298, 42.374601, 42.374254, 42.374167, 42.372371, 42.37213, 42.370739, 42.369535, 42.368504, 42.366346, 42.364598, 42.365793, 42.368634, 42.369323, 42.372597, 42.376182, 42.377097, 42.378543, 42.378622, 
42.378934, 42.37865, 42.37712)))",15861.217499999999,35.9,35.13513513513514,FALSE
050400,46250,10389,336,207,163,108,607,239,163,80,51,59,NA,NA,1749,436,79,100,0,127,97,102,0,127,48.6,12.8,727,404,649,275,"Census Tract 504, Suffolk County, Massachusetts",2311,458,"list(list(c(-71.040294, -71.03866, -71.038586, -71.037643, -71.036989, -71.034754, -71.035234, -71.035382, -71.035728, -71.036831, -71.039388, -71.038689, -71.038919, -71.041255, -71.040294, 42.370739, 42.370009, 42.36999, 42.369577, 42.369287, 42.36831, 42.367731, 42.367564, 42.367125, 42.365716, 42.366844, 42.368406, 42.368504, 42.369535, 42.370739)))",50574.37499999999,48.6,75.68152315015145,FALSE
