tot_pop_00,nonwhite_pop_00,owner_occ_00,GEOID,med_income00,tot_pop_10,med_income_10,ed_hs_10,rc_white_10,lang_eng_10,percEng_10,percWhite_10,geometry,tot_pop_90,rc_white_90,lang_eng_90,med_income_90,ed_hs_90,ed_ba_90
1143,240,122,050700,25224,4652,54479,2519,2943,21.4,21.4,63.26311263972485,"list(list(c(-71.031537, -71.031044, -71.03054, -71.029191, -71.028583, -71.028081, -71.028021, -71.027851, -71.027739, -71.032977, -71.034449, -71.035152, -71.036984, -71.037341, -71.038087, -71.03771, -71.03878, -71.035834, -71.036256, -71.034096, -71.033678, -71.031537, 42.377628, 42.37732, 42.377006, 42.378128, 42.377756, 42.377407, 42.377358, 42.377271, 42.37722, 42.372793, 42.372711, 42.373013, 42.373958, 42.374014, 42.373536, 42.374112, 42.374927, 42.376031, 42.376652, 42.37745, 42.376827, 
42.377628)))",2286,1806,664,16199,1354,58
1912,378,265,050800,36994,NA,NA,NA,NA,NA,NA,NA,NA,3824,3068,988,25667.333333333332,2194,218
3167,824,386,050900,41828,NA,NA,NA,NA,NA,NA,NA,NA,6334,4686,1470,27875.6,3068,248
3940,310,550,051000,38999,3896,39559,1598,3415,62.5,62.5,87.65400410677618,"list(list(c(-71.010842, -71.010376, -71.010149, -71.013395, -71.011268, -71.013454, -71.014752, -71.015625, -71.015724, -71.021562, -71.022032, -71.022322, -71.022636, -71.023558, -71.022873, -71.021767, -71.021698, -71.021869, -71.022664, -71.022179, -71.022458, -71.022542, -71.022672, -71.022428, -71.017794, -71.016094, -71.013395, -71.011272, -71.01193, -71.010001, -71.011609, -71.013123, -71.008046, -71.008401, -71.010842, 42.386132, 42.385439, 42.3851, 42.382899, 42.380653, 42.380871, 42.379304, 
42.380313, 42.380482, 42.380143, 42.38101, 42.381201, 42.381739, 42.381379, 42.381987, 42.383019, 42.383539, 42.383578, 42.383916, 42.385393, 42.385937, 42.386066, 42.386265, 42.386373, 42.390697, 42.395897, 42.397398, 42.396589, 42.395752, 42.39549, 42.393493, 42.391632, 42.38712, 42.387008, 42.386132)))",7880,7260,2618,20116.5,4384,466
5211,562,828,051100,47671,NA,NA,NA,NA,NA,NA,NA,NA,10422,9298,2942,28453.625,5094,1094
2356,410,391,051200,38848,2462,43954,1041,1680,43.2,43.2,68.23720552396426,"list(list(c(-71.042596, -71.043396, -71.041892, -71.038919, -71.038689, -71.039388, -71.036831, -71.035728, -71.035382, -71.035234, -71.034754, -71.033387, -71.032036, -71.031224, -71.030684, -71.028866, -71.027887, -71.027633, -71.026275, -71.028088, -71.026352, -71.027005, -71.029734, -71.030184, -71.028258, -71.03151, -71.034186, -71.039629, -71.040125, -71.042596, 42.363798, 42.364598, 42.366346, 42.368504, 42.368406, 42.366844, 42.365716, 42.367125, 42.367564, 42.367731, 42.36831, 42.367734, 
42.367122, 42.366783, 42.366557, 42.365751, 42.365335, 42.365005, 42.36385, 42.358333, 42.357222, 42.355983, 42.357591, 42.359366, 42.362194, 42.361196, 42.359237, 42.361777, 42.362115, 42.363798)))",4712,3892,1090,29384.75,2610,308
3169,36,532,060100,58485,NA,NA,NA,NA,NA,NA,NA,NA,6338,6266,2490,31818,3072,752
2196,18,360,060200,62428,2055,83398,477,2034,92.6,92.6,98.97810218978103,"list(list(c(-71.035207, -71.035247, -71.035296, -71.033262, -71.03328, -71.0333, -71.033312, -71.033346, -71.029234, -71.029212, -71.031283, -71.031254, -71.031226, -71.031191, -71.031143, -71.035207, 42.32935, 42.330642, 42.332293, 42.332329, 42.333146, 42.333978, 42.334617, 42.335661, 42.335729, 42.334861, 42.334832, 42.334002, 42.333186, 42.33236, 42.330653, 42.32935)))",4392,4356,1638,36128.25,1896,744
3206,33,600,060300,55217,NA,NA,NA,NA,NA,NA,NA,NA,6412,6346,2522,32157.6,2908,944
4965,73,840,060400,57738,4856,71711,1096,4793,94.9,94.9,98.70263591433279,"list(list(c(-71.047415, -71.047405, -71.047449, -71.047456, -71.04745, -71.047508, -71.046763, -71.046277, -71.045695, -71.045444, -71.044269, -71.04155, -71.04153, -71.041511, -71.041479, -71.037336, -71.037314, -71.037291, -71.037268, -71.037243, -71.037248, -71.03904, -71.039791, -71.044053, -71.047385, -71.047384, -71.047415, 42.331245, 42.331735, 42.332313, 42.332966, 42.333646, 42.334599, 42.334959, 42.335223, 42.335452, 42.335452, 42.33547, 42.335518, 42.334662, 42.333827, 42.333016, 42.33308, 
42.332265, 42.331432, 42.330607, 42.329707, 42.329525, 42.329957, 42.330088, 42.330192, 42.330136, 42.330419, 42.331245)))",9930,9784,3890,24441.333333333332,4646,1222
3561,189,469,060500,46040,NA,NA,NA,NA,NA,NA,NA,NA,7122,6744,2632,27917.428571428572,3212,728
19,5,0,060599,0,NA,NA,NA,NA,NA,NA,NA,NA,38,28,0,0,18,20
1065,39,205,060600,40361,1831,78750,272,1605,88,88,87.65701802293829,"list(list(c(-71.04652, -71.04776, -71.05084, -71.051308, -71.052168, -71.052377, -71.044555, -71.045742, -71.051157, -71.052188, -71.051463, -71.051461, -71.050039, -71.049595, -71.049073, -71.045566, -71.045833, -71.029659, -71.033623, -71.033404, -71.035778, -71.035134, -71.037314, -71.037451, -71.039493, -71.041406, -71.047072, -71.046094, -71.045559, -71.04652, 42.337877, 42.336812, 42.338795, 42.339123, 42.339657, 42.339803, 42.346545, 42.348077, 42.350649, 42.351121, 42.351932, 42.352033, 42.353855, 
42.354497, 42.354939, 42.359733, 42.357204, 42.3517, 42.348142, 42.350864, 42.347757, 42.3466, 42.343216, 42.343214, 42.344487, 42.344526, 42.339701, 42.339051, 42.338718, 42.337877)))",2130,2052,878,29735,632,500
19,6,0,060699,0,NA,NA,NA,NA,NA,NA,NA,NA,38,26,0,0,0,0
1326,170,0,060700,20076,1801,17143,853,472,47.5,47.5,26.20766240977235,"list(list(c(-71.055375, -71.057112, -71.056772, -71.05624, -71.053928, -71.052377, -71.052168, -71.051308, -71.05084, -71.052405, -71.05389, -71.055375, 42.337224, 42.338333, 42.338383, 42.338869, 42.340791, 42.339803, 42.339657, 42.339123, 42.338795, 42.337488, 42.33624, 42.337224)))",2652,2312,736,11282,1286,26
1123,27,130,060800,36156,3475,75814,939,3199,93.7,93.7,92.05755395683454,"list(list(c(-71.048769, -71.049067, -71.049726, -71.050238, -71.051086, -71.051925, -71.052296, -71.052806, -71.053179, -71.055308, -71.056204, -71.057118, -71.057112, -71.055375, -71.05389, -71.052405, -71.05084, -71.04776, -71.046288, -71.045695, -71.046277, -71.046763, -71.047508, -71.048318, -71.048769, 42.334015, 42.333863, 42.333558, 42.333342, 42.332815, 42.33232, 42.332055, 42.331759, 42.331574, 42.335047, 42.33651, 42.337904, 42.338333, 42.337224, 42.33624, 42.337488, 42.338795, 42.336812, 
42.335864, 42.335452, 42.335223, 42.334959, 42.334599, 42.334206, 42.334015)))",2246,2192,988,20646,1114,196
2096,18,320,060900,55917,NA,NA,NA,NA,NA,NA,NA,NA,4192,4156,1514,30494.8,1800,542
2689,218,183,061000,20102,3548,26056,1062,2205,63.2,63.2,62.147688838782415,"list(list(c(-71.052501, -71.052583, -71.052659, -71.052722, -71.052766, -71.052802, -71.052964, -71.053179, -71.052806, -71.052296, -71.051925, -71.051086, -71.050238, -71.049726, -71.049067, -71.048769, -71.048318, -71.047508, -71.04745, -71.047456, -71.047449, -71.047405, -71.047415, -71.047384, -71.047385, -71.048068, -71.048223, -71.05193, -71.052119, -71.052501, 42.329142, 42.329206, 42.329356, 42.330213, 42.330487, 42.330634, 42.331127, 42.331574, 42.331759, 42.332055, 42.33232, 42.332815, 
42.333342, 42.333558, 42.333863, 42.334015, 42.334206, 42.334599, 42.333646, 42.332966, 42.332313, 42.331735, 42.331245, 42.330419, 42.330136, 42.330102, 42.330098, 42.329148, 42.329061, 42.329142)))",5378,4942,2056,14889,2690,224
1971,221,5,061100,20076,NA,NA,NA,NA,NA,NA,NA,NA,3942,3500,1710,10001.666666666666,2190,142
814,43,129,061200,46826,3007,66179,687,2748,84.3,84.3,91.3867642168274,"list(list(c(-71.062807, -71.065044, -71.065395, -71.065417, -71.064812, -71.062445, -71.061188, -71.059777, -71.05961, -71.058738, -71.058031, -71.055102, -71.052188, -71.051157, -71.045742, -71.044555, -71.052377, -71.053928, -71.05624, -71.056772, -71.057112, -71.057118, -71.056204, -71.055308, -71.053179, -71.052964, -71.052802, -71.052766, -71.052722, -71.052659, -71.052583, -71.052501, -71.052649, -71.052624, -71.056928, -71.056915, -71.057471, -71.057845, -71.057723, -71.058249, -71.058241, 
-71.059288, -71.06023, -71.063553, -71.062807, 42.331959, 42.334594, 42.335322, 42.335401, 42.338294, 42.342988, 42.342652, 42.344896, 42.345077, 42.345125, 42.345796, 42.346841, 42.351121, 42.350649, 42.348077, 42.346545, 42.339803, 42.340791, 42.338869, 42.338383, 42.338333, 42.337904, 42.33651, 42.335047, 42.331574, 42.331127, 42.330634, 42.330487, 42.330213, 42.329356, 42.329206, 42.329142, 42.32915, 42.328597, 42.328552, 42.328035, 42.328046, 42.328139, 42.328368, 42.328616, 42.329734, 42.329973, 
42.330187, 42.330791, 42.331959)))",1628,1542,550,30446,894,88
647,92,80,061300,22080,NA,NA,NA,NA,NA,NA,NA,NA,1294,1110,480,21607,598,218
567,35,100,061400,58727,NA,NA,NA,NA,NA,NA,NA,NA,1134,1064,476,26586.666666666668,190,462
2039,1133,221,070100,19381,NA,NA,NA,NA,NA,NA,NA,NA,4078,1812,1248,29690.571428571428,1538,1216
3053,2812,58,070200,26560,5329,18224,2051,1532,38.4,38.4,28.748358040908236,"list(list(c(-71.064434, -71.064559, -71.065755, -71.066784, -71.068193, -71.066613, -71.066868, -71.067252, -71.067469, -71.064562, -71.064725, -71.063284, -71.062761, -71.060893, -71.059875, -71.061193, -71.061754, -71.063039, -71.064331, -71.064434, 42.347186, 42.347212, 42.347513, 42.347684, 42.347866, 42.348761, 42.350962, 42.351816, 42.352495, 42.352383, 42.351708, 42.351548, 42.351508, 42.351461, 42.351228, 42.34793, 42.347221, 42.34685, 42.347165, 42.347186)))",6106,482,342,14634.75,3206,514
3417,888,613,070300,89159,4392,106337,567,3338,76.5,76.5,76.00182149362477,"list(list(c(-71.075239, -71.073916, -71.073531, -71.072692, -71.071816, -71.072, -71.072659, -71.072822, -71.070455, -71.070655, -71.067469, -71.067252, -71.066868, -71.066613, -71.068193, -71.068437, -71.068503, -71.068841, -71.069855, -71.070684, -71.071584, -71.071863, -71.072746, -71.074872, -71.075091, -71.075136, -71.075239, 42.345856, 42.346924, 42.347262, 42.347931, 42.348651, 42.349022, 42.35041, 42.350755, 42.351417, 42.351854, 42.352495, 42.351816, 42.350962, 42.348761, 42.347866, 42.347677, 
42.347602, 42.347105, 42.345266, 42.344464, 42.343976, 42.343833, 42.345657, 42.345105, 42.345567, 42.345685, 42.345856)))",6834,5058,2854,32679.6,1590,3086
1715,1638,0,070400,22074,NA,NA,NA,NA,NA,NA,NA,NA,3430,154,344,14259,1810,50
5810,3425,566,070500,36077,7254,81331,1797,4832,67.3,67.3,66.6115246760408,"list(list(c(-71.074995, -71.07596, -71.075269, -71.075884, -71.077372, -71.076592, -71.075349, -71.074586, -71.073755, -71.073157, -71.071863, -71.071584, -71.070684, -71.069855, -71.067073, -71.06593, -71.068782, -71.069671, -71.070065, -71.070707, -71.071089, -71.071308, -71.072075, -71.072751, -71.071826, -71.072504, -71.074288, -71.074995, 42.337931, 42.338724, 42.339211, 42.339757, 42.340931, 42.341336, 42.341991, 42.342408, 42.342831, 42.34316, 42.343833, 42.343976, 42.344464, 42.345266, 42.344308, 
42.343936, 42.341661, 42.341343, 42.341161, 42.34079, 42.340539, 42.340662, 42.341286, 42.340841, 42.340056, 42.339615, 42.338421, 42.337931)))",11620,4770,3068,27578.6,3568,3200
2348,465,460,070600,109975,2351,87222,402,1755,81,81,74.64908549553381,"list(list(c(-71.076592, -71.077372, -71.078356, -71.079005, -71.079191, -71.078531, -71.077645, -71.077387, -71.076798, -71.075936, -71.074488, -71.074872, -71.072746, -71.071863, -71.073157, -71.073755, -71.074586, -71.075349, -71.076592, 42.341336, 42.340931, 42.341845, 42.342544, 42.342687, 42.343192, 42.343351, 42.343535, 42.343679, 42.343915, 42.344297, 42.345105, 42.345657, 42.343833, 42.34316, 42.342831, 42.342408, 42.341991, 42.341336)))",4696,3766,1980,51535.333333333336,568,2432
2198,1251,330,070700,50821,2347,59048,426,1189,79.9,79.9,50.66041755432467,"list(list(c(-71.079972, -71.080082, -71.078086, -71.075981, -71.076261, -71.072, -71.071816, -71.072692, -71.073531, -71.073916, -71.075239, -71.075136, -71.075091, -71.074872, -71.074488, -71.075936, -71.076798, -71.077387, -71.077645, -71.078531, -71.079094, -71.079972, 42.34415, 42.344219, 42.345821, 42.347343, 42.347904, 42.349022, 42.348651, 42.347931, 42.347262, 42.346924, 42.345856, 42.345685, 42.345567, 42.345105, 42.344297, 42.343915, 42.343679, 42.343535, 42.343351, 42.343192, 42.343541, 
42.34415)))",4396,1894,1758,36449.666666666664,730,1526
3267,1348,328,070800,62644,3436,45172,568,2150,67.6,67.6,62.572759022118746,"list(list(c(-71.079595, -71.080407, -71.081163, -71.081969, -71.083677, -71.084405, -71.084681, -71.083504, -71.083352, -71.08078, -71.080082, -71.079972, -71.079094, -71.078531, -71.079191, -71.079005, -71.078356, -71.077372, -71.077972, -71.079595, 42.339709, 42.33929, 42.338886, 42.338416, 42.33955, 42.339994, 42.340293, 42.341263, 42.341689, 42.343744, 42.344219, 42.34415, 42.343541, 42.343192, 42.342687, 42.342544, 42.341845, 42.340931, 42.340573, 42.339709)))",6534,3838,3002,31713,1216,2404
2844,1810,253,070900,37800,3057,41364,791,1670,61.5,61.5,54.62872096826955,"list(list(c(-71.075269, -71.07596, -71.074995, -71.075668, -71.076941, -71.077621, -71.079266, -71.081969, -71.081163, -71.080407, -71.079595, -71.077972, -71.077372, -71.075884, -71.075269, 42.339211, 42.338724, 42.337931, 42.337475, 42.336527, 42.336001, 42.336538, 42.338416, 42.338886, 42.33929, 42.339709, 42.340573, 42.340931, 42.339757, 42.339211)))",5688,2068,2080,32041.666666666668,1306,1628
2020,1182,169,071000,39012,NA,NA,NA,NA,NA,NA,NA,NA,4040,1676,1498,26430.666666666668,996,1446
730,432,10,071100,11142,NA,NA,NA,NA,NA,NA,NA,NA,1460,596,534,6558,662,296
1485,1202,9,071200,13454,NA,NA,NA,NA,NA,NA,NA,NA,2970,566,466,10665,1222,448
281,203,31,080100,22932,2724,46492,1256,588,66.3,66.3,21.58590308370044,"list(list(c(-71.077516, -71.078808, -71.079407, -71.0796, -71.079445, -71.078654, -71.077735, -71.07818, -71.077363, -71.076624, -71.075248, -71.075289, -71.07521, -71.075195, -71.075069, -71.077472, -71.076991, -71.076878, -71.074773, -71.074357, -71.073908, -71.073441, -71.072977, -71.072192, -71.069219, -71.068765, -71.068385, -71.067916, -71.066626, -71.065417, -71.065395, -71.065044, -71.062807, -71.063553, -71.066431, -71.066934, -71.067507, -71.069136, -71.069618, -71.07002, -71.07086, -71.071479, 
-71.072152, -71.07266, -71.072265, -71.071638, -71.073922, -71.074278, -71.074641, -71.074945, -71.075152, -71.075453, -71.07563, -71.075811, -71.076664, -71.077516, 42.323261, 42.323798, 42.324064, 42.324161, 42.324259, 42.324867, 42.325573, 42.325885, 42.326521, 42.327118, 42.325965, 42.326125, 42.327028, 42.32727, 42.328325, 42.330898, 42.331196, 42.331253, 42.332531, 42.332847, 42.33322, 42.333561, 42.333177, 42.332659, 42.33478, 42.334916, 42.335068, 42.335185, 42.335342, 42.335401, 42.335322, 
42.334594, 42.331959, 42.330791, 42.326256, 42.325151, 42.323297, 42.325051, 42.325432, 42.325718, 42.326272, 42.326687, 42.326347, 42.326023, 42.325517, 42.324647, 42.323759, 42.323549, 42.323238, 42.323475, 42.323668, 42.323878, 42.323989, 42.324146, 42.322889, 42.323261)))",562,156,106,14716.333333333334,320,26
1591,1393,130,080200,32442,NA,NA,NA,NA,NA,NA,NA,NA,3182,396,398,22619,1424,122
2547,2513,86,080300,24713,1739,30362,482,128,81.9,81.9,7.360552041403105,"list(list(c(-71.080891, -71.080253, -71.079264, -71.078675, -71.077472, -71.075069, -71.075195, -71.07521, -71.075289, -71.075248, -71.076624, -71.077363, -71.07818, -71.077735, -71.078654, -71.079445, -71.0796, -71.081605, -71.083308, -71.083271, -71.08327, -71.083448, -71.081521, -71.080891, 42.328497, 42.328522, 42.328514, 42.330135, 42.330898, 42.328325, 42.32727, 42.327028, 42.326125, 42.325965, 42.327118, 42.326521, 42.325885, 42.325573, 42.324867, 42.324259, 42.324161, 42.325549, 42.325959, 
42.32612, 42.326127, 42.32865, 42.328486, 42.328497)))",5094,68,1032,17318.333333333332,1798,152
1461,1408,22,080400,12229,NA,NA,NA,NA,NA,NA,NA,NA,2922,106,890,8501.666666666666,1128,50
4465,4382,89,080500,25204,2744,15481,1002,730,48.2,48.2,26.603498542274053,"list(list(c(-71.087462, -71.088253, -71.08843, -71.087012, -71.083983, -71.083287, -71.081969, -71.079266, -71.077621, -71.079913, -71.080625, -71.080943, -71.085345, -71.087462, 42.334126, 42.334582, 42.335076, 42.335693, 42.33734, 42.337733, 42.338416, 42.336538, 42.336001, 42.334182, 42.333367, 42.332931, 42.335071, 42.334126)))",8930,166,2528,9565.5,3366,368
1128,1001,0,080600,12773,NA,NA,NA,NA,NA,NA,NA,NA,2256,254,508,7743,942,72
592,585,21,080700,18386,NA,NA,NA,NA,NA,NA,NA,NA,1184,14,530,8084,534,70
2938,2746,6,080800,20862,NA,NA,NA,NA,NA,NA,NA,NA,5876,384,574,15686.666666666666,1840,310
3149,1236,187,080900,41743,3695,33750,419,2221,69.6,69.6,60.10825439783491,"list(list(c(-71.098941, -71.100861, -71.102293, -71.103081, -71.105169, -71.10491, -71.104453, -71.102427, -71.101951, -71.101434, -71.101232, -71.100306, -71.099977, -71.099742, -71.100372, -71.100516, -71.10082, -71.101321, -71.100615, -71.097185, -71.097681, -71.098495, -71.098738, -71.098941, 42.329133, 42.330002, 42.330354, 42.330528, 42.331012, 42.33419, 42.334386, 42.335149, 42.335285, 42.335463, 42.335535, 42.335941, 42.335776, 42.335485, 42.334488, 42.334268, 42.333802, 42.33296, 42.332697, 
42.331782, 42.330689, 42.330067, 42.329756, 42.329133)))",6298,3826,1928,31377.8,1732,1266
4891,2889,187,081000,28558,NA,NA,NA,NA,NA,NA,NA,NA,9782,4004,2686,23885.5,3088,1968
3663,1959,311,081100,34754,4136,46250,694,2397,72.2,72.2,57.95454545454545,"list(list(c(-71.115078, -71.114907, -71.11466, -71.112918, -71.111978, -71.113016, -71.112897, -71.112723, -71.112311, -71.112298, -71.109591, -71.108901, -71.108501, -71.101276, -71.099368, -71.099745, -71.100113, -71.101186, -71.101346, -71.101794, -71.102291, -71.104356, -71.104618, -71.104885, -71.105231, -71.105647, -71.106287, -71.106544, -71.106592, -71.106885, -71.10708, -71.107181, -71.110832, -71.112259, -71.11227, -71.112258, -71.112202, -71.114098, -71.115078, 42.323573, 42.323818, 42.324394, 
42.325538, 42.32921, 42.331932, 42.331943, 42.331954, 42.331999, 42.332003, 42.333199, 42.330715, 42.330597, 42.32935, 42.327995, 42.326716, 42.326418, 42.326426, 42.326419, 42.326392, 42.326348, 42.326099, 42.326092, 42.326093, 42.326114, 42.326163, 42.326368, 42.32651, 42.326536, 42.326719, 42.32685, 42.326898, 42.329073, 42.324552, 42.324323, 42.323906, 42.323125, 42.323307, 42.323573)))",7326,3408,1640,25665.5,2710,1400
3412,3145,156,081200,30268,3261,25472,826,844,54.6,54.6,25.881631401410612,"list(list(c(-71.108269, -71.109554, -71.109136, -71.108706, -71.108265, -71.107854, -71.10776, -71.107508, -71.107249, -71.106808, -71.106544, -71.106287, -71.105647, -71.105231, -71.104885, -71.104618, -71.104356, -71.102291, -71.101794, -71.101346, -71.101186, -71.100113, -71.099626, -71.099278, -71.09971, -71.098917, -71.099495, -71.100023, -71.100361, -71.101341, -71.101744, -71.102176, -71.102465, -71.103506, -71.104016, -71.104867, -71.105156, -71.105834, -71.106566, -71.106852, -71.107844, 
-71.107985, -71.108452, -71.10837, -71.108269, 42.323184, 42.323371, 42.32382, 42.324212, 42.324478, 42.324801, 42.32521, 42.325499, 42.325509, 42.325735, 42.32651, 42.326368, 42.326163, 42.326114, 42.326093, 42.326092, 42.326099, 42.326348, 42.326392, 42.326419, 42.326426, 42.326418, 42.326375, 42.326361, 42.325417, 42.325025, 42.323615, 42.322772, 42.322807, 42.322858, 42.322892, 42.322914, 42.322919, 42.322882, 42.322819, 42.322721, 42.322702, 42.322633, 42.322564, 42.322526, 42.322445, 42.322441, 
42.322389, 42.322827, 42.323184)))",6824,534,1260,24797.25,2446,392
4427,4204,176,081300,27517,5230,16835,2050,871,40,40,16.65391969407266,"list(list(c(-71.094088, -71.094174, -71.094395, -71.095038, -71.095145, -71.09598, -71.096248, -71.099481, -71.098451, -71.101192, -71.102944, -71.100023, -71.099495, -71.098917, -71.098877, -71.098398, -71.096523, -71.095398, -71.095335, -71.09531, -71.095298, -71.095398, -71.09391, -71.093146, -71.09404, -71.095305, -71.096421, -71.097086, -71.093559, -71.093618, -71.093821, -71.093938, -71.094088, 42.314142, 42.314061, 42.313876, 42.313382, 42.313282, 42.312671, 42.312492, 42.314606, 42.315644, 
42.318215, 42.319298, 42.322772, 42.323615, 42.325025, 42.325021, 42.324934, 42.326202, 42.32325, 42.323001, 42.322472, 42.322234, 42.322054, 42.321246, 42.3208, 42.320071, 42.318825, 42.317687, 42.317028, 42.315515, 42.31524, 42.314541, 42.31432, 42.314142)))",8854,446,2318,15599,3998,262
1852,1588,269,081400,33634,2943,54718,523,834,77.4,77.4,28.338430173292558,"list(list(c(-71.098917, -71.09971, -71.099278, -71.099626, -71.100113, -71.099745, -71.099368, -71.099051, -71.098941, -71.098738, -71.098495, -71.097681, -71.097185, -71.096141, -71.095351, -71.0949, -71.094604, -71.093955, -71.093806, -71.088189, -71.091239, -71.086996, -71.08789, -71.08843, -71.088788, -71.090054, -71.09134, -71.091798, -71.092131, -71.092905, -71.093254, -71.094787, -71.095076, -71.095398, -71.096523, -71.098398, -71.098877, -71.098917, 42.325025, 42.325417, 42.326361, 42.326375, 
42.326418, 42.326716, 42.327995, 42.328537, 42.329133, 42.329756, 42.330067, 42.330689, 42.331782, 42.331641, 42.331554, 42.331478, 42.331437, 42.331354, 42.331331, 42.330611, 42.329939, 42.327782, 42.32571, 42.324619, 42.324218, 42.324688, 42.325311, 42.325981, 42.326524, 42.326878, 42.323711, 42.323134, 42.323203, 42.32325, 42.326202, 42.324934, 42.325021, 42.325025)))",3704,528,1050,28115.25,940,626
2388,2125,171,081500,30693,2091,45357,539,280,71.5,71.5,13.390722142515543,"list(list(c(-71.0896, -71.091941, -71.092089, -71.092476, -71.091606, -71.091373, -71.090344, -71.090238, -71.090843, -71.091294, -71.091619, -71.093559, -71.097086, -71.096421, -71.095305, -71.09404, -71.093146, -71.09391, -71.095398, -71.095298, -71.09531, -71.095335, -71.095398, -71.095076, -71.094787, -71.093254, -71.092905, -71.092131, -71.091798, -71.09134, -71.090054, -71.088788, -71.089017, -71.0896, 42.323394, 42.321692, 42.321576, 42.321307, 42.320652, 42.320423, 42.319277, 42.319213, 42.318673, 
42.317605, 42.316997, 42.315515, 42.317028, 42.317687, 42.318825, 42.320071, 42.3208, 42.321246, 42.322054, 42.322234, 42.322472, 42.323001, 42.32325, 42.323203, 42.323134, 42.323711, 42.326878, 42.326524, 42.325981, 42.325311, 42.324688, 42.324218, 42.323965, 42.323394)))",4776,526,1128,19564,2154,462
720,714,76,081600,30268,NA,NA,NA,NA,NA,NA,NA,NA,1440,12,366,25250,558,74
3713,3663,338,081700,37368,3446,35781,926,163,82.3,82.3,4.730121880441091,"list(list(c(-71.086225, -71.089121, -71.090167, -71.090238, -71.090344, -71.091373, -71.091606, -71.092476, -71.092089, -71.091941, -71.0896, -71.089017, -71.088788, -71.08843, -71.08789, -71.086996, -71.083448, -71.08327, -71.083271, -71.083308, -71.083164, -71.081923, -71.081899, -71.081621, -71.081433, -71.081385, -71.081478, -71.081789, -71.081917, -71.086017, -71.086225, 42.318237, 42.318927, 42.319177, 42.319213, 42.319277, 42.320423, 42.320652, 42.321307, 42.321576, 42.321692, 42.323394, 42.323965, 
42.324218, 42.324619, 42.32571, 42.327782, 42.32865, 42.326127, 42.32612, 42.325959, 42.325334, 42.321727, 42.321664, 42.320732, 42.320057, 42.319802, 42.319058, 42.31827, 42.318021, 42.319164, 42.318237)))",7426,100,2100,19550,3026,634
2929,2906,280,081800,35252,2793,45000,693,251,57.5,57.5,8.986752595775153,"list(list(c(-71.078808, -71.077516, -71.076664, -71.077746, -71.077761, -71.077749, -71.077749, -71.077814, -71.078215, -71.078331, -71.078823, -71.080998, -71.08285, -71.082778, -71.082367, -71.081917, -71.081789, -71.081478, -71.081385, -71.081433, -71.081621, -71.081899, -71.081923, -71.083164, -71.083308, -71.081605, -71.0796, -71.079407, -71.078808, 42.323798, 42.323261, 42.322889, 42.320431, 42.32021, 42.319284, 42.318744, 42.318296, 42.315871, 42.315547, 42.314608, 42.315755, 42.316362, 42.316521, 
42.317233, 42.318021, 42.31827, 42.319058, 42.319802, 42.320057, 42.320732, 42.321664, 42.321727, 42.325334, 42.325959, 42.325549, 42.324161, 42.324064, 42.323798)))",5858,46,2038,24691.5,2120,532
3277,3245,283,081900,48077,2357,43853,785,166,71.1,71.1,7.04285108188375,"list(list(c(-71.093545, -71.093977, -71.095145, -71.095038, -71.094395, -71.094174, -71.094088, -71.093938, -71.093821, -71.093618, -71.093559, -71.091619, -71.091294, -71.090843, -71.090238, -71.090167, -71.089121, -71.086225, -71.086017, -71.081917, -71.082367, -71.082778, -71.08285, -71.086508, -71.086903, -71.088331, -71.089399, -71.08993, -71.09051, -71.091097, -71.091563, -71.092172, -71.092692, -71.092982, -71.093296, -71.093545, 42.31186, 42.312694, 42.313282, 42.313382, 42.313876, 42.314061, 
42.314142, 42.31432, 42.314541, 42.31524, 42.315515, 42.316997, 42.317605, 42.318673, 42.319213, 42.319177, 42.318927, 42.318237, 42.319164, 42.318021, 42.317233, 42.316521, 42.316362, 42.317053, 42.316392, 42.31461, 42.313257, 42.312629, 42.311898, 42.311154, 42.310544, 42.309859, 42.310269, 42.310555, 42.310988, 42.31186)))",6554,64,1864,27992,2016,758
3193,3070,382,082000,34754,2542,41172,925,74,75.9,75.9,2.911093627065303,"list(list(c(-71.079168, -71.079497, -71.080088, -71.080312, -71.082012, -71.082514, -71.082668, -71.082773, -71.083223, -71.083251, -71.083919, -71.085862, -71.088319, -71.089399, -71.088331, -71.086903, -71.086508, -71.08285, -71.080998, -71.078823, -71.079168, 42.314048, 42.313513, 42.312691, 42.312418, 42.310256, 42.309661, 42.309535, 42.309753, 42.310477, 42.310604, 42.310576, 42.311689, 42.312895, 42.313257, 42.31461, 42.316392, 42.317053, 42.316362, 42.315755, 42.314608, 42.314048)))",6386,246,1850,27151,2866,400
4623,4623,149,082100,25984,4822,20700,1641,459,50,50,9.518871837411861,"list(list(c(-71.091097, -71.09051, -71.08993, -71.089399, -71.088319, -71.085862, -71.083919, -71.083251, -71.083223, -71.082773, -71.082668, -71.082744, -71.082804, -71.082974, -71.083078, -71.083092, -71.083254, -71.083898, -71.084923, -71.089079, -71.092172, -71.091563, -71.091097, 42.311154, 42.311898, 42.312629, 42.313257, 42.312895, 42.311689, 42.310576, 42.310604, 42.310477, 42.309753, 42.309535, 42.309431, 42.309331, 42.309001, 42.308772, 42.308741, 42.308469, 42.30759, 42.304428, 42.30753, 
42.309859, 42.310544, 42.311154)))",9246,0,2724,16322.4,4186,492
