tot_pop_00,nonwhite_pop_00,owner_occ_00,GEOID,med_income00,tot_pop_10,med_income_10,ed_hs_10,rc_white_10,lang_eng_10,percEng_10,percWhite_10,geometry,tot_pop_90,rc_white_90,lang_eng_90,med_income_90,ed_hs_90,ed_ba_90
4340,4269,382,090100,40427,4658,30389,1807,218,60.8,60.8,4.680120223271791,"list(list(c(-71.08141, -71.082914, -71.083038, -71.083907, -71.084704, -71.085287, -71.085728, -71.085856, -71.085903, -71.085246, -71.084923, -71.083898, -71.083254, -71.081813, -71.080563, -71.079561, -71.079415, -71.07894, -71.078806, -71.078534, -71.078425, -71.079262, -71.078852, -71.079538, -71.08046, -71.08141, 42.299002, 42.298663, 42.298927, 42.299709, 42.300423, 42.300911, 42.301248, 42.301309, 42.301381, 42.303446, 42.304428, 42.30759, 42.308469, 42.306518, 42.30544, 42.304622, 42.30451, 
42.303937, 42.303742, 42.303388, 42.303227, 42.300811, 42.296708, 42.296563, 42.296388, 42.299002)))",8680,142,2262,27430.166666666668,3434,628
2104,2084,106,090200,23423,2075,16055,649,0,65.6,65.6,0,"list(list(c(-71.075233, -71.074719, -71.073912, -71.07496, -71.076782, -71.077756, -71.078425, -71.078534, -71.078806, -71.07894, -71.079415, -71.079561, -71.080563, -71.081813, -71.083254, -71.083092, -71.083078, -71.082974, -71.082804, -71.082744, -71.082668, -71.082514, -71.082012, -71.079585, -71.076076, -71.075233, 42.308273, 42.308027, 42.307681, 42.30672, 42.305189, 42.304197, 42.303227, 42.303388, 42.303742, 42.303937, 42.30451, 42.304622, 42.30544, 42.306518, 42.308469, 42.308741, 42.308772, 
42.309001, 42.309331, 42.309431, 42.309535, 42.309661, 42.310256, 42.30988, 42.307568, 42.308273)))",4208,40,1008,17203,1706,122
2867,2860,171,090300,27877,2525,16495,756,220,61.5,61.5,8.712871287128714,"list(list(c(-71.078823, -71.077005, -71.075668, -71.075358, -71.074649, -71.073617, -71.073171, -71.071932, -71.071623, -71.071512, -71.070217, -71.071574, -71.072334, -71.072564, -71.072822, -71.073501, -71.073912, -71.074719, -71.075233, -71.076076, -71.079585, -71.082012, -71.080312, -71.080088, -71.079497, -71.079168, -71.078823, 42.314608, 42.313713, 42.313226, 42.313125, 42.312841, 42.312398, 42.312222, 42.311985, 42.311881, 42.311844, 42.311334, 42.310665, 42.310213, 42.310067, 42.309471, 
42.308215, 42.307681, 42.308027, 42.308273, 42.307568, 42.30988, 42.310256, 42.312418, 42.312691, 42.313513, 42.314048, 42.314608)))",5734,14,1510,21810.6,2210,344
1285,1227,150,090400,25041,3529,34659,1187,122,47.8,47.8,3.4570699914990084,"list(list(c(-71.070167, -71.073011, -71.07283, -71.073145, -71.073171, -71.073617, -71.074649, -71.075358, -71.075668, -71.077005, -71.078823, -71.078331, -71.078215, -71.077814, -71.077749, -71.077749, -71.077761, -71.077746, -71.077332, -71.075522, -71.074056, -71.073712, -71.072411, -71.072204, -71.071934, -71.071276, -71.070359, -71.069698, -71.070167, 42.317927, 42.317035, 42.31666, 42.314217, 42.312222, 42.312398, 42.312841, 42.313125, 42.313226, 42.313713, 42.314608, 42.315547, 42.315871, 
42.318296, 42.318744, 42.319284, 42.32021, 42.320431, 42.320435, 42.320573, 42.320756, 42.32084, 42.321305, 42.321359, 42.320752, 42.32016, 42.319243, 42.318947, 42.317927)))",2570,116,578,16683.333333333332,900,300
1517,1476,121,090500,33857,NA,NA,NA,NA,NA,NA,NA,NA,3034,82,386,29816.75,1094,38
2032,1765,159,090600,29429,1805,44141,643,139,35.7,35.7,7.700831024930748,"list(list(c(-71.074056, -71.075522, -71.077332, -71.077746, -71.076664, -71.075811, -71.07563, -71.075453, -71.075152, -71.074945, -71.074641, -71.074278, -71.073922, -71.071638, -71.072265, -71.07266, -71.072152, -71.071479, -71.07086, -71.07002, -71.069618, -71.069136, -71.067507, -71.068061, -71.068943, -71.069199, -71.069842, -71.072204, -71.072411, -71.073712, -71.074056, 42.320756, 42.320573, 42.320435, 42.320431, 42.322889, 42.324146, 42.323989, 42.323878, 42.323668, 42.323475, 42.323238, 
42.323549, 42.323759, 42.324647, 42.325517, 42.326023, 42.326347, 42.326687, 42.326272, 42.325718, 42.325432, 42.325051, 42.323297, 42.321281, 42.321399, 42.321463, 42.321567, 42.321359, 42.321305, 42.32084, 42.320756)))",4064,534,396,23071.5,1532,92
3124,601,356,090700,42791,4157,41750,1365,2839,51.5,51.5,68.29444310801058,"list(list(c(-71.05257, -71.052746, -71.056724, -71.056726, -71.057618, -71.058717, -71.05879, -71.058834, -71.059271, -71.059596, -71.060095, -71.060241, -71.060846, -71.061226, -71.061481, -71.065383, -71.06594, -71.067507, -71.066934, -71.066431, -71.063553, -71.06023, -71.059288, -71.058241, -71.058249, -71.057723, -71.057845, -71.057471, -71.056915, -71.056868, -71.05685, -71.054295, -71.052456, -71.052124, -71.05257, 42.319363, 42.319303, 42.318663, 42.31849, 42.318503, 42.318738, 42.318664, 
42.3186, 42.318695, 42.318869, 42.319285, 42.319418, 42.319911, 42.320205, 42.3205, 42.321234, 42.321499, 42.323297, 42.325151, 42.326256, 42.330791, 42.330187, 42.329973, 42.329734, 42.328616, 42.328368, 42.328139, 42.328046, 42.328035, 42.326867, 42.326289, 42.324425, 42.321466, 42.319836, 42.319363)))",6248,5046,1674,23639,3290,514
1057,125,203,090800,44592,NA,NA,NA,NA,NA,NA,NA,NA,2114,1864,682,30450,1158,188
2233,1588,0,090900,22499,NA,NA,NA,NA,NA,NA,NA,NA,4466,1290,1232,26558,1296,648
2701,552,412,091000,48594,NA,NA,NA,NA,NA,NA,NA,NA,5402,4298,1532,24112.2,2228,820
4722,908,595,091100,51738,4344,61706,1259,2311,55.2,55.2,53.199815837937386,"list(list(c(-71.05315, -71.054101, -71.054983, -71.055267, -71.055387, -71.056021, -71.057207, -71.058645, -71.058881, -71.059331, -71.059425, -71.059866, -71.060015, -71.060018, -71.059855, -71.059623, -71.059544, -71.059368, -71.058965, -71.058896, -71.058834, -71.05879, -71.058717, -71.057618, -71.056726, -71.056724, -71.052746, -71.05257, -71.052166, -71.051981, -71.052165, -71.05315, 42.311336, 42.311816, 42.312331, 42.312491, 42.312569, 42.312864, 42.31296, 42.312803, 42.312771, 42.31375, 42.313853, 
42.314169, 42.314418, 42.314738, 42.315225, 42.315986, 42.316202, 42.316718, 42.318121, 42.318444, 42.3186, 42.318664, 42.318738, 42.318503, 42.31849, 42.318663, 42.319303, 42.319363, 42.318815, 42.314975, 42.313844, 42.311336)))",9444,7628,2522,33640,3728,936
3294,1514,337,091200,39850,2888,53657,1008,1173,51.9,51.9,40.61634349030471,"list(list(c(-71.059855, -71.060018, -71.060015, -71.059866, -71.059425, -71.059331, -71.058881, -71.062372, -71.063259, -71.063999, -71.064213, -71.064423, -71.064602, -71.06564, -71.065858, -71.066393, -71.067429, -71.065466, -71.0652, -71.064157, -71.063572, -71.061481, -71.061226, -71.060846, -71.060241, -71.060095, -71.059596, -71.059271, -71.058834, -71.058896, -71.058965, -71.059368, -71.059544, -71.059623, -71.059855, 42.315225, 42.314738, 42.314418, 42.314169, 42.313853, 42.31375, 42.312771, 
42.313332, 42.313688, 42.313975, 42.314105, 42.314322, 42.314769, 42.314849, 42.314833, 42.314736, 42.314603, 42.31691, 42.317071, 42.317791, 42.318618, 42.3205, 42.320205, 42.319911, 42.319418, 42.319285, 42.318869, 42.318695, 42.3186, 42.318444, 42.318121, 42.316718, 42.316202, 42.315986, 42.315225)))",6588,3560,1550,30605.25,2312,896
2455,2217,247,091300,37754,1741,30467,717,142,31.3,31.3,8.156232050545663,"list(list(c(-71.069104, -71.069698, -71.070359, -71.071276, -71.071934, -71.072204, -71.069842, -71.069199, -71.068943, -71.068061, -71.067507, -71.06594, -71.065383, -71.061481, -71.063572, -71.064157, -71.0652, -71.066837, -71.068242, -71.068747, -71.069104, 42.318728, 42.318947, 42.319243, 42.32016, 42.320752, 42.321359, 42.321567, 42.321463, 42.321399, 42.321281, 42.323297, 42.321499, 42.321234, 42.3205, 42.318618, 42.317791, 42.317071, 42.317816, 42.318405, 42.318594, 42.318728)))",4910,476,330,25994.333333333332,1904,172
2319,2129,222,091400,38154,2171,30938,923,305,58.4,58.4,14.048825426070936,"list(list(c(-71.069104, -71.068747, -71.068242, -71.066837, -71.0652, -71.065466, -71.067429, -71.068499, -71.06972, -71.070217, -71.071512, -71.071623, -71.071932, -71.073171, -71.073145, -71.07283, -71.073011, -71.070167, -71.069698, -71.069104, 42.318728, 42.318594, 42.318405, 42.317816, 42.317071, 42.31691, 42.314603, 42.312726, 42.311639, 42.311334, 42.311844, 42.311881, 42.311985, 42.312222, 42.314217, 42.31666, 42.317035, 42.317927, 42.318947, 42.318728)))",4638,380,690,30784.4,1754,406
4520,3520,361,091500,35914,4851,42857,1791,601,40.4,40.4,12.389198103483817,"list(list(c(-71.066298, -71.066736, -71.067843, -71.068416, -71.070217, -71.06972, -71.068499, -71.067429, -71.066393, -71.065858, -71.06564, -71.064602, -71.064423, -71.064213, -71.063999, -71.063259, -71.062372, -71.058881, -71.058927, -71.059379, -71.059574, -71.05981, -71.059993, -71.060061, -71.060224, -71.060454, -71.060746, -71.061001, -71.061387, -71.063814, -71.063907, -71.06403, -71.064583, -71.06503, -71.065232, -71.066298, 42.309163, 42.30959, 42.310303, 42.31066, 42.311334, 42.311639, 
42.312726, 42.314603, 42.314736, 42.314833, 42.314849, 42.314769, 42.314322, 42.314105, 42.313975, 42.313688, 42.313332, 42.312771, 42.312474, 42.311039, 42.310551, 42.31019, 42.3101, 42.31008, 42.310072, 42.310097, 42.310205, 42.309683, 42.308742, 42.308434, 42.308347, 42.308247, 42.308116, 42.30808, 42.30816, 42.309163)))",9040,2000,1478,26316.75,3522,434
2897,1696,262,091600,36130,3363,29632,1173,469,45.5,45.5,13.945881653285756,"list(list(c(-71.060149, -71.060321, -71.060576, -71.061157, -71.061504, -71.064554, -71.063863, -71.064578, -71.066079, -71.066494, -71.065836, -71.06503, -71.064583, -71.06403, -71.063907, -71.063814, -71.061387, -71.058419, -71.058397, -71.055973, -71.058776, -71.059429, -71.059525, -71.059588, -71.059796, -71.060149, 42.30215, 42.302506, 42.303145, 42.304559, 42.30537, 42.305394, 42.304216, 42.304017, 42.30642, 42.306709, 42.307314, 42.30808, 42.308116, 42.308247, 42.308347, 42.308434, 42.308742, 
42.307579, 42.307678, 42.304517, 42.303333, 42.303127, 42.302764, 42.30241, 42.301538, 42.30215)))",5794,2402,1344,24532.25,1898,628
3170,2382,320,091700,37224,3248,47371,1147,311,36.9,36.9,9.57512315270936,"list(list(c(-71.063683, -71.063465, -71.067367, -71.071426, -71.071114, -71.070274, -71.070001, -71.068798, -71.068344, -71.067468, -71.067008, -71.066494, -71.066079, -71.064578, -71.063863, -71.064554, -71.061504, -71.061157, -71.060576, -71.06234, -71.063683, 42.302342, 42.301999, 42.301007, 42.303407, 42.303677, 42.303949, 42.30407, 42.304888, 42.305206, 42.305848, 42.306245, 42.306709, 42.30642, 42.304017, 42.304216, 42.305394, 42.30537, 42.304559, 42.303145, 42.302734, 42.302342)))",6340,1576,1246,29447.75,2354,530
3503,3094,318,091800,41429,2929,42368,1067,300,51.7,51.7,10.242403550699898,"list(list(c(-71.06503, -71.065836, -71.066494, -71.067008, -71.067468, -71.068344, -71.068798, -71.070001, -71.070274, -71.071114, -71.071426, -71.074161, -71.076185, -71.076782, -71.07496, -71.073912, -71.073501, -71.072822, -71.072564, -71.072334, -71.071574, -71.070217, -71.068416, -71.067843, -71.066736, -71.066298, -71.065232, -71.06503, 42.30808, 42.307314, 42.306709, 42.306245, 42.305848, 42.305206, 42.304888, 42.30407, 42.303949, 42.303677, 42.303407, 42.30491, 42.305046, 42.305189, 42.30672, 
42.307681, 42.308215, 42.309471, 42.310067, 42.310213, 42.310665, 42.311334, 42.31066, 42.310303, 42.30959, 42.309163, 42.30816, 42.30808)))",7006,818,1168,27773,2440,374
4161,4023,363,091900,38160,3577,30069,993,306,59.9,59.9,8.554654738607772,"list(list(c(-71.072927, -71.073641, -71.072269, -71.076289, -71.076709, -71.078852, -71.079262, -71.078425, -71.077756, -71.076782, -71.076185, -71.074161, -71.071426, -71.071454, -71.071512, -71.071569, -71.072299, -71.072648, -71.072927, 42.299579, 42.299371, 42.296675, 42.297313, 42.297173, 42.296708, 42.300811, 42.303227, 42.304197, 42.305189, 42.305046, 42.30491, 42.303407, 42.303309, 42.302742, 42.30243, 42.299937, 42.299699, 42.299579)))",8322,276,1678,30309.6,3662,220
4964,4292,503,092000,37852,5174,49342,1727,328,51.5,51.5,6.339389253962119,"list(list(c(-71.070249, -71.071149, -71.071327, -71.072117, -71.072269, -71.073641, -71.072927, -71.072648, -71.072299, -71.071569, -71.071512, -71.071454, -71.071426, -71.067367, -71.063465, -71.063683, -71.06234, -71.060576, -71.060321, -71.060149, -71.059796, -71.059869, -71.060015, -71.060126, -71.060163, -71.06432, -71.066413, -71.066976, -71.070249, 42.295996, 42.295728, 42.29568, 42.295513, 42.296675, 42.299371, 42.299579, 42.299699, 42.299937, 42.30243, 42.302742, 42.303309, 42.303407, 42.301007, 
42.301999, 42.302342, 42.302734, 42.303145, 42.302506, 42.30215, 42.301538, 42.301313, 42.300759, 42.300456, 42.300302, 42.299205, 42.297022, 42.296875, 42.295996)))",9928,1344,1748,29267.4,3544,962
5838,1268,772,092100,43859,NA,NA,NA,NA,NA,NA,NA,NA,11676,9140,3282,29052.571428571428,4912,1080
3072,1639,471,092200,63273,2932,46618,758,1024,56.3,56.3,34.924965893587995,"list(list(c(-71.071769, -71.071866, -71.071865, -71.071913, -71.072042, -71.072117, -71.071327, -71.071149, -71.070249, -71.066976, -71.066413, -71.06432, -71.060163, -71.06048, -71.060653, -71.061371, -71.061542, -71.061669, -71.062259, -71.06459, -71.065059, -71.065544, -71.067359, -71.067578, -71.07162, -71.071644, -71.071659, -71.071747, -71.071769, 42.292298, 42.293289, 42.293492, 42.293933, 42.295029, 42.295513, 42.29568, 42.295728, 42.295996, 42.296875, 42.297022, 42.299205, 42.300302, 42.299154, 
42.298647, 42.296066, 42.295473, 42.29507, 42.29301, 42.292347, 42.292211, 42.292043, 42.291509, 42.291426, 42.290402, 42.290652, 42.290996, 42.292006, 42.292298)))",6144,2866,1550,43754.5,2206,1196
3554,3423,393,092300,46243,2662,36573,946,12,77.4,77.4,0.4507888805409467,"list(list(c(-71.071996, -71.072106, -71.072552, -71.073305, -71.074145, -71.074652, -71.076105, -71.077181, -71.078147, -71.078195, -71.078481, -71.078852, -71.076709, -71.076289, -71.072269, -71.072117, -71.072042, -71.071913, -71.071865, -71.071866, -71.071769, -71.071747, -71.071659, -71.071644, -71.07162, -71.071602, -71.071996, 42.290217, 42.290243, 42.290382, 42.290601, 42.29084, 42.291004, 42.291424, 42.291739, 42.292022, 42.292498, 42.294346, 42.296708, 42.297173, 42.297313, 42.296675, 42.295513, 
42.295029, 42.293933, 42.293492, 42.293289, 42.292298, 42.292006, 42.290996, 42.290652, 42.290402, 42.290218, 42.290217)))",7108,262,1272,34340.2,2610,482
5619,5482,411,092400,27065,5995,28597,1735,633,57.4,57.4,10.55879899916597,"list(list(c(-71.078195, -71.078147, -71.079534, -71.08061, -71.082485, -71.087839, -71.087997, -71.08809, -71.089377, -71.089779, -71.093173, -71.091568, -71.089635, -71.086992, -71.086404, -71.085903, -71.085856, -71.085728, -71.085287, -71.084704, -71.083907, -71.083038, -71.082914, -71.08141, -71.08046, -71.079538, -71.078852, -71.078481, -71.078195, 42.292498, 42.292022, 42.292439, 42.292747, 42.293287, 42.294911, 42.294939, 42.294658, 42.293758, 42.292868, 42.294613, 42.296749, 42.297498, 42.298142, 
42.300003, 42.301381, 42.301309, 42.301248, 42.300911, 42.300423, 42.299709, 42.298927, 42.298663, 42.299002, 42.296388, 42.296563, 42.296708, 42.294346, 42.292498)))",11238,274,2744,18515,4728,614
4648,4576,314,100100,32429,5617,26007,1605,354,50.6,50.6,6.302296599608332,"list(list(c(-71.085991, -71.086545, -71.091106, -71.091147, -71.09127, -71.091547, -71.092864, -71.093196, -71.093415, -71.093723, -71.093887, -71.095759, -71.095377, -71.094583, -71.094273, -71.093173, -71.089779, -71.089377, -71.08809, -71.087997, -71.087839, -71.082485, -71.08061, -71.079534, -71.078147, -71.078199, -71.078537, -71.078712, -71.079187, -71.079758, -71.081252, -71.083295, -71.085775, -71.085991, 42.28673, 42.286611, 42.285564, 42.28543, 42.285026, 42.284273, 42.284951, 42.285935, 
42.28651, 42.287282, 42.287668, 42.291973, 42.292239, 42.29298, 42.293302, 42.294613, 42.292868, 42.293758, 42.294658, 42.294939, 42.294911, 42.293287, 42.292747, 42.292439, 42.292022, 42.290774, 42.289335, 42.288979, 42.288137, 42.288113, 42.287794, 42.28733, 42.286774, 42.28673)))",9296,144,2166,20421.85714285714,3790,288
2711,2684,301,100200,22165,2997,46122,1280,182,71.5,71.5,6.072739406072739,"list(list(c(-71.086545, -71.085991, -71.085775, -71.083295, -71.081252, -71.079758, -71.079187, -71.079862, -71.080555, -71.080893, -71.082052, -71.082432, -71.083818, -71.085504, -71.086302, -71.087048, -71.089298, -71.089785, -71.091547, -71.09127, -71.091147, -71.091106, -71.086545, 42.286611, 42.28673, 42.286774, 42.28733, 42.287794, 42.288113, 42.288137, 42.28726, 42.286623, 42.286302, 42.285272, 42.28492, 42.283238, 42.280991, 42.281167, 42.281565, 42.283573, 42.283936, 42.284273, 42.285026, 
42.28543, 42.285564, 42.286611)))",5422,54,1012,17412.2,1946,280
3639,3477,440,100300,38861,3555,44071,1371,304,74.1,74.1,8.551336146272854,"list(list(c(-71.076209, -71.076027, -71.075736, -71.075604, -71.075467, -71.075407, -71.075303, -71.075253, -71.077506, -71.07796, -71.078453, -71.078891, -71.079896, -71.080438, -71.081102, -71.081574, -71.082245, -71.082634, -71.082735, -71.085504, -71.083818, -71.082432, -71.082052, -71.080893, -71.080555, -71.079862, -71.079187, -71.078712, -71.078537, -71.078276, -71.078217, -71.077909, -71.077813, -71.076631, -71.076299, -71.076257, -71.076245, -71.076209, 42.282909, 42.281806, 42.281038, 42.280721, 
42.280333, 42.280091, 42.279787, 42.27968, 42.279182, 42.27905, 42.278869, 42.278567, 42.278731, 42.27896, 42.279394, 42.279725, 42.280178, 42.280368, 42.280409, 42.280991, 42.283238, 42.28492, 42.285272, 42.286302, 42.286623, 42.28726, 42.288137, 42.288979, 42.289335, 42.289411, 42.289053, 42.288118, 42.28799, 42.283775, 42.283265, 42.28316, 42.283061, 42.282909)))",7278,324,1516,31317.166666666668,2684,530
5259,3801,744,100400,53107,4866,47171,1781,663,68.2,68.2,13.625154130702835,"list(list(c(-71.076209, -71.076245, -71.076257, -71.076299, -71.076631, -71.072644, -71.071541, -71.071523, -71.071302, -71.071245, -71.071177, -71.068099, -71.066696, -71.066101, -71.064303, -71.064787, -71.065055, -71.065066, -71.065322, -71.06592, -71.06785, -71.069505, -71.072774, -71.073166, -71.074728, -71.078891, -71.078453, -71.07796, -71.077506, -71.075253, -71.075303, -71.075407, -71.075467, -71.075604, -71.075736, -71.076027, -71.076209, 42.282909, 42.283061, 42.28316, 42.283265, 42.283775, 
42.284617, 42.284497, 42.28456, 42.285065, 42.285165, 42.285348, 42.285227, 42.28513, 42.285195, 42.285699, 42.283999, 42.283027, 42.283003, 42.282054, 42.279928, 42.279374, 42.278826, 42.278073, 42.27805, 42.278133, 42.278567, 42.278869, 42.27905, 42.279182, 42.27968, 42.279787, 42.280091, 42.280333, 42.280721, 42.281038, 42.281806, 42.282909)))",10518,2916,2354,37277,3482,1292
6171,4305,662,100500,40420,4803,41575,1859,655,53.3,53.3,13.637310014574224,"list(list(c(-71.073305, -71.072552, -71.072106, -71.071996, -71.071602, -71.07162, -71.067578, -71.067359, -71.065544, -71.065059, -71.06459, -71.062259, -71.062611, -71.063115, -71.063796, -71.064125, -71.064143, -71.064179, -71.064252, -71.064303, -71.066101, -71.066696, -71.068099, -71.071177, -71.071245, -71.071302, -71.071523, -71.071541, -71.072644, -71.076631, -71.077813, -71.077909, -71.078217, -71.078276, -71.078537, -71.078199, -71.078147, -71.077181, -71.076105, -71.074652, -71.074145, 
-71.073305, 42.290601, 42.290382, 42.290243, 42.290217, 42.290218, 42.290402, 42.291426, 42.291509, 42.292043, 42.292211, 42.292347, 42.29301, 42.291809, 42.289966, 42.287492, 42.286345, 42.286279, 42.286168, 42.285869, 42.285699, 42.285195, 42.28513, 42.285227, 42.285348, 42.285165, 42.285065, 42.28456, 42.284497, 42.284617, 42.283775, 42.28799, 42.288118, 42.289053, 42.289411, 42.289335, 42.290774, 42.292022, 42.291739, 42.291424, 42.291004, 42.29084, 42.290601)))",12342,3732,2704,33614,4162,1412
5140,534,898,100601,49846,4653,51783,1680,2179,68.6,68.6,46.830002149151085,"list(list(c(-71.050633, -71.048418, -71.051472, -71.052158, -71.054331, -71.055347, -71.055459, -71.055703, -71.056843, -71.058624, -71.063796, -71.063115, -71.062611, -71.06036, -71.057296, -71.055491, -71.054651, -71.052431, -71.05088, -71.050633, 42.292782, 42.290058, 42.289314, 42.289137, 42.288552, 42.288242, 42.288442, 42.289158, 42.288909, 42.288442, 42.287492, 42.289966, 42.291809, 42.292351, 42.293125, 42.293505, 42.293703, 42.294476, 42.293086, 42.292782)))",10280,9212,3048,32393.4,3694,1326
2072,144,276,100602,54103,NA,NA,NA,NA,NA,NA,NA,NA,4144,3856,1284,32790.2,1896,422
4651,148,1011,100700,59297,4212,66585,1153,4008,93.5,93.5,95.15669515669515,"list(list(c(-71.053508, -71.053624, -71.053767, -71.053993, -71.054694, -71.058528, -71.058904, -71.057275, -71.056536, -71.056011, -71.055664, -71.055427, -71.054963, -71.054776, -71.054685, -71.054547, -71.054537, -71.055347, -71.054331, -71.052158, -71.051472, -71.047461, -71.045291, -71.04415, -71.043859, -71.043027, -71.042533, -71.041659, -71.040222, -71.039694, -71.03908, -71.040494, -71.041594, -71.042794, -71.044694, -71.048459, -71.04866, -71.053094, -71.053143, -71.053375, -71.053508, 
42.277726, 42.27785, 42.278029, 42.278487, 42.28034, 42.280061, 42.281998, 42.282449, 42.282583, 42.282924, 42.283605, 42.284355, 42.285575, 42.286007, 42.286267, 42.286615, 42.287113, 42.288242, 42.288552, 42.289137, 42.289314, 42.286389, 42.286933, 42.286455, 42.286333, 42.285922, 42.285719, 42.285415, 42.284668, 42.284378, 42.283966, 42.281898, 42.278098, 42.276998, 42.276198, 42.277573, 42.277648, 42.277321, 42.277382, 42.277583, 42.277726)))",9302,9006,3374,36732.71428571428,3946,1310
5275,673,976,100800,57784,5602,56800,1422,3200,70.2,70.2,57.12245626561942,"list(list(c(-71.067189, -71.066503, -71.06592, -71.065322, -71.065066, -71.065055, -71.064787, -71.064303, -71.064252, -71.064179, -71.064143, -71.064125, -71.063796, -71.058624, -71.056843, -71.055703, -71.055459, -71.055347, -71.054537, -71.054547, -71.054685, -71.054776, -71.054963, -71.055427, -71.055664, -71.056011, -71.056536, -71.057275, -71.058904, -71.058528, -71.054694, -71.053993, -71.053767, -71.053624, -71.053508, -71.053375, -71.053143, -71.053094, -71.054106, -71.055494, -71.053395, 
-71.061593, -71.063893, -71.064308, -71.064679, -71.064654, -71.065297, -71.068139, -71.06819, -71.068178, -71.068093, -71.068021, -71.06799, -71.067989, -71.068018, -71.067876, -71.067621, -71.067189, 42.275504, 42.277904, 42.279928, 42.282054, 42.283003, 42.283027, 42.283999, 42.285699, 42.285869, 42.286168, 42.286279, 42.286345, 42.287492, 42.288442, 42.288909, 42.289158, 42.288442, 42.288242, 42.287113, 42.286615, 42.286267, 42.286007, 42.285575, 42.284355, 42.283605, 42.282924, 42.282583, 42.282449, 
42.281998, 42.280061, 42.28034, 42.278487, 42.278029, 42.27785, 42.277726, 42.277583, 42.277382, 42.277321, 42.276531, 42.275698, 42.272297, 42.267299, 42.267998, 42.26886, 42.269108, 42.269582, 42.270787, 42.271003, 42.271217, 42.271343, 42.271559, 42.271775, 42.271947, 42.272115, 42.272216, 42.272958, 42.273897, 42.275504)))",10550,9204,3878,33741.142857142855,3902,1880
4097,1871,798,100900,54784,4256,57077,1507,1260,79.7,79.7,29.605263157894736,"list(list(c(-71.090073, -71.089754, -71.089331, -71.088182, -71.087627, -71.085875, -71.085396, -71.078879, -71.078615, -71.078504, -71.078585, -71.079003, -71.078207, -71.077615, -71.077781, -71.077886, -71.078163, -71.078447, -71.077251, -71.078658, -71.080438, -71.079896, -71.078891, -71.074728, -71.073166, -71.072774, -71.069505, -71.06785, -71.06592, -71.066503, -71.067189, -71.067621, -71.067876, -71.068018, -71.067989, -71.06799, -71.068021, -71.068093, -71.068178, -71.06819, -71.068139, -71.073264, 
-71.07371, -71.074487, -71.074894, -71.082968, -71.087751, -71.088672, -71.089403, -71.090073, 42.269948, 42.270112, 42.270172, 42.270132, 42.270244, 42.270822, 42.27094, 42.271632, 42.271693, 42.271708, 42.272586, 42.273409, 42.273658, 42.273782, 42.274164, 42.274471, 42.27516, 42.27574, 42.277217, 42.277857, 42.27896, 42.278731, 42.278567, 42.278133, 42.27805, 42.278073, 42.278826, 42.279374, 42.279928, 42.277904, 42.275504, 42.273897, 42.272958, 42.272216, 42.272115, 42.271947, 42.271775, 42.271559, 
42.271343, 42.271217, 42.271003, 42.270317, 42.270286, 42.270318, 42.270303, 42.268496, 42.269567, 42.269733, 42.26969, 42.269948)))",8194,4452,2158,35218.333333333336,2854,1308
6051,5722,918,101001,51234,5892,66000,2152,208,66.6,66.6,3.530210454854039,"list(list(c(-71.103358, -71.104725, -71.108415, -71.108635, -71.109191, -71.10858, -71.107535, -71.104123, -71.09832, -71.098065, -71.097928, -71.098124, -71.093683, -71.093702, -71.093695, -71.093735, -71.093752, -71.093881, -71.093909, -71.097871, -71.098465, -71.099676, -71.099127, -71.099623, -71.10054, -71.101243, -71.102399, -71.102541, -71.102906, -71.104367, -71.104173, -71.103858, -71.103591, -71.103358, 42.271002, 42.271328, 42.273505, 42.27372, 42.274363, 42.275395, 42.278202, 42.276217, 
42.28163, 42.281423, 42.281262, 42.277644, 42.274351, 42.273381, 42.272877, 42.271695, 42.271197, 42.267634, 42.267112, 42.262826, 42.2636, 42.264841, 42.265133, 42.265501, 42.266148, 42.266829, 42.267819, 42.267958, 42.268262, 42.269534, 42.269858, 42.270238, 42.270617, 42.271002)))",12102,658,2766,35283.666666666664,4338,1070
5412,4798,682,101002,45739,6147,39474,2667,546,68.3,68.3,8.882381649585163,"list(list(c(-71.093752, -71.093735, -71.093695, -71.093279, -71.092092, -71.086926, -71.08632, -71.085504, -71.082735, -71.082634, -71.082245, -71.081574, -71.081102, -71.080438, -71.078658, -71.077251, -71.078447, -71.078163, -71.077886, -71.077781, -71.077615, -71.078207, -71.079003, -71.078585, -71.078504, -71.078615, -71.078879, -71.085396, -71.085875, -71.087627, -71.088182, -71.089331, -71.089754, -71.090073, -71.089403, -71.089523, -71.090654, -71.093737, -71.093909, -71.093881, -71.093752, 
42.271197, 42.271695, 42.272877, 42.273238, 42.274398, 42.279344, 42.279948, 42.280991, 42.280409, 42.280368, 42.280178, 42.279725, 42.279394, 42.27896, 42.277857, 42.277217, 42.27574, 42.27516, 42.274471, 42.274164, 42.273782, 42.273658, 42.273409, 42.272586, 42.271708, 42.271693, 42.271632, 42.27094, 42.270822, 42.270244, 42.270132, 42.270172, 42.270112, 42.269948, 42.26969, 42.269665, 42.266411, 42.267107, 42.267112, 42.267634, 42.271197)))",10824,1228,2862,30781.5,3950,762
